sku,producto_talla_id,sucursal_id,sucursal_alias,sucursal_nombre,articulo,talla,stock_legacy,stock_lotes,stock_kardex,ajuste_necesario,direccion
4818413,93304,2,PAO1,,2026-02,25,1,1,3,0,SIN_CAMBIO
4758190,535408,2,PAO1,,R51,38,4,1,7,-3,DISMINUIR
4825175,548241,2,PAO1,,SPCFITH034,44,1,0,2,-1,DISMINUIR
4713858,247839,2,PAO1,,5CE176,38,1,0,2,-1,DISMINUIR
4820726,182536,2,PAO1,,3E19-1,38,1,0,2,-1,DISMINUIR
4771249,403599,6,NICK1,,DQ5930-010,00,7,10,19,3,AUMENTAR
4790546,415508,6,NICK1,,ENVIOS,00,802,9734,9558,8932,AUMENTAR
4810239,490045,6,NICK1,,JD9556,00,7,0,3,-7,DISMINUIR
4818580,144100,6,NICK1,,303158N-LPMT,25,1,2,4,1,AUMENTAR
4819166,425540,6,NICK1,,FJ9509-001,10,3,3,7,0,SIN_CAMBIO
4807699,248294,6,NICK1,,5FM00704-125,"8,0",3,1,5,-2,DISMINUIR
4821466,106134,6,NICK1,,220866-BKW,"43,5",1,0,2,-1,DISMINUIR
4786348,19183,6,NICK1,,1040023008,00,14,12,30,-2,DISMINUIR
4819098,476994,6,NICK1,,IB2764-001,"7,5",1,1,3,0,SIN_CAMBIO
4820689,88220,6,NICK1,,1BM02488-013,"8,5",2,0,4,-2,DISMINUIR
4744021,202779,6,NICK1,,45-1,00,882,1880,3686,998,AUMENTAR
4799213,376017,6,NICK1,,CD7782-404,"6,0",2,1,4,-1,DISMINUIR
4799211,376011,6,NICK1,,CD7782-404,"5,0",1,1,3,0,SIN_CAMBIO
4754474,409160,6,NICK1,,EE1152,M,8,10,20,2,AUMENTAR
4810627,490463,6,NICK1,,JF8542,XS,3,0,5,-3,DISMINUIR
4825061,30501,4,PAO3,,119506-NAT,36,2,1,4,-1,DISMINUIR
4813636,285184,4,PAO3,,775-02,39,2,0,5,-2,DISMINUIR
4822364,74479,4,PAO3,,16H0052,41,2,1,4,-1,DISMINUIR
4784098,369590,4,PAO3,,C25F2011-70,37,1,0,2,-1,DISMINUIR
4798123,481563,4,PAO3,,IF0826,"6,0",1,0,2,-1,DISMINUIR
4693915,326766,4,PAO3,,9844,39,2,1,4,-1,DISMINUIR
4786888,159280,4,PAO3,,3374,37,1,0,2,-1,DISMINUIR
4816652,79223,4,PAO3,,180745-12,44,1,0,2,-1,DISMINUIR
4828533,164403,4,PAO3,,354-6062,30,3,2,6,-1,DISMINUIR
4825815,586356,4,PAO3,,ZL-100,42,3,2,6,-1,DISMINUIR
4822059,573032,4,PAO3,,WA62-1,36,2,1,4,-1,DISMINUIR
4705264,278333,4,PAO3,,729-1190,43,2,1,5,-1,DISMINUIR
4805921,94970,5,PAO4,,2076,41,1,0,2,-1,DISMINUIR
4819969,242710,5,PAO4,,589-6887,35,1,0,2,-1,DISMINUIR
4819916,284737,5,PAO4,,772-0131,36,2,1,4,-1,DISMINUIR
4796000,28677,5,PAO4,,1184.1101.26565-41,36,4,4,9,0,SIN_CAMBIO
4824704,448910,5,PAO4,,GR-IP-27277,32,1,1,3,0,SIN_CAMBIO
4750773,469181,5,PAO4,,HLC-752,39,2,0,4,-2,DISMINUIR
4750673,461385,5,PAO4,,H-106,39,1,0,2,-1,DISMINUIR
4765539,542020,3,PAO2,,S5-14B,41,3,2,6,-1,DISMINUIR
4701283,553317,3,PAO2,,SX7664-010,M,2,5,8,3,AUMENTAR
4822490,13432,3,PAO2,,10009,00,15,28,47,13,AUMENTAR
4819992,250875,3,PAO2,,5Y23-1,36,1,0,2,-1,DISMINUIR
4786888,159282,3,PAO2,,3374,37,4,4,10,0,SIN_CAMBIO
4819715,158308,3,PAO2,,3334-02,35,1,0,2,-1,DISMINUIR
4820763,246805,3,PAO2,,5B10-10,39,1,0,2,-1,DISMINUIR
4770626,455918,3,PAO2,,GW6521,"3,0",1,0,2,-1,DISMINUIR
4818311,416566,3,PAO2,,F.00.11,S,1,1,3,0,SIN_CAMBIO
4827982,507023,3,PAO2,,MANGA VOLEY ACOL,00,23,10,34,-13,DISMINUIR
4812362,572940,3,PAO2,,WA60-1,35,1,0,2,-1,DISMINUIR
4811158,462128,3,PAO2,,H-186,37,1,1,3,0,SIN_CAMBIO
4825780,75707,3,PAO2,,1711/1,38,1,1,3,0,SIN_CAMBIO
4828137,510584,3,PAO2,,MORRAL DEPORTIVO,00,6,10,18,4,AUMENTAR
4773385,110517,3,PAO2,,23-72,40,1,0,2,-1,DISMINUIR
4825787,75734,3,PAO2,,1711/2,43,1,1,3,0,SIN_CAMBIO
4801164,416595,7,NICK2,,F.30.05,00,11,10,25,-1,DISMINUIR
4827458,254380,7,NICK2,,602053811,00,9,11,21,2,AUMENTAR
4821847,491447,7,NICK2,,JJ4298,Xl,1,0,2,-1,DISMINUIR
4827638,474804,7,NICK2,,HV4506-200,"8,5",2,1,4,-1,DISMINUIR
4818938,53563,7,NICK2,,1382611-001,L,11,1,14,-10,DISMINUIR
4803435,16864,7,NICK2,,1014057902,00,26,3,33,-23,DISMINUIR
4815955,282910,7,NICK2,,7603,M,11,10,26,-1,DISMINUIR
4818931,53196,7,NICK2,,1379503-011,M,4,6,11,2,AUMENTAR
4826482,501229,7,NICK2,,M.50.40,00,14,16,31,2,AUMENTAR
4770705,16788,7,NICK2,,1014019344,00,57,74,133,17,AUMENTAR
4818141,157547,7,NICK2,,3319313137,31,1,0,2,-1,DISMINUIR
4807619,486128,7,NICK2,,IS5399,M,25,28,56,3,AUMENTAR
4814412,372650,7,NICK2,,CAMISETA KIDS,12,2,2,7,0,SIN_CAMBIO
4799473,1712,7,NICK2,,011207,"6,0",1,0,1,-1,DISMINUIR
4798179,534645,7,NICK2,,R.10.01,M,7,2,16,-5,DISMINUIR
4827140,473163,7,NICK2,,HQ2276-400,"9,0",1,1,4,0,SIN_CAMBIO
4818169,499133,7,NICK2,,LADRILLO YOGA,00,8,6,16,-2,DISMINUIR
4763291,408122,7,NICK2,,DZ9365,M,2,4,7,2,AUMENTAR
4791897,485480,7,NICK2,,II3552,M,20,19,40,-1,DISMINUIR
4711201,553457,7,NICK2,,SX7667-100,M,8,0,10,-8,DISMINUIR
4816598,515676,7,NICK2,,OXSANDN003,00,9,9,19,0,SIN_CAMBIO
4797081,372937,7,NICK2,,CAS-03B,S,13,12,30,-1,DISMINUIR
4826483,501222,7,NICK2,,M.50.10,00,10,14,25,4,AUMENTAR
4818003,285402,7,NICK2,,78058570091,00,9,9,21,0,SIN_CAMBIO
4817249,372910,7,NICK2,,CAS-01,00,8,3,16,-5,DISMINUIR
4820466,119359,7,NICK2,,252061L-BKPK,36,5,6,12,1,AUMENTAR
4832656,600119,7,NICK2,,DA001/N 2026,14,8,0,8,-8,DISMINUIR
4805602,10188,7,NICK2,,100000116,"2,0",2,1,4,-1,DISMINUIR
4820989,142515,7,NICK2,,3027000-001,"42,5",4,1,6,-3,DISMINUIR
4817144,484572,7,NICK2,,IH0923,12,2,1,4,-1,DISMINUIR
4773800,403987,7,NICK2,,DR5938-810,"10,5",2,1,4,-1,DISMINUIR
4784386,1214,7,NICK2,,009283624231,00,36,61,105,25,AUMENTAR
4810426,189002,2,PAO1,,403695L-BBK,30,4,3,8,-1,DISMINUIR
4402165,214825,2,PAO1,,5-COBNA-2,36,2,1,4,-1,DISMINUIR
4783975,554882,2,PAO1,,T2119,38,2,1,3,-1,DISMINUIR
4801249,464109,2,PAO1,,H09,40,4,3,8,-1,DISMINUIR
4824507,192505,2,PAO1,,404,42,1,1,3,0,SIN_CAMBIO
4739649,209694,2,PAO1,,4802.103.21225.72391,37,3,3,7,0,SIN_CAMBIO
4761268,308851,2,PAO1,,880-330-00,39,1,0,2,-1,DISMINUIR
4773299,105029,2,PAO1,,22-25,38,1,0,2,-1,DISMINUIR
4797678,535689,2,PAO1,,R72-1,37,3,0,4,-3,DISMINUIR
4812090,39985,6,NICK1,,128606-BBK,"36,5",1,0,2,-1,DISMINUIR
4816309,151037,6,NICK1,,310321L-LPMT,33,1,0,2,-1,DISMINUIR
4818634,486017,6,NICK1,,IP9862,00,5,5,12,0,SIN_CAMBIO
4714750,340678,6,NICK1,,AO1742-401,"7,5",2,1,4,-1,DISMINUIR
4813907,27410,6,NICK1,,117560-BBK,"37,5",2,2,5,0,SIN_CAMBIO
4828360,494523,6,NICK1,,JY7992,00,16,6,23,-10,DISMINUIR
4780555,19147,6,NICK1,,1040019007,00,7,7,-2,0,SIN_CAMBIO
4718113,493752,4,PAO3,,JS1806,39,1,0,2,-1,DISMINUIR
4814908,22085,4,PAO3,,11-SLIK-2,37,1,0,2,-1,DISMINUIR
4818370,158348,4,PAO3,,3334-20,37,1,0,2,-1,DISMINUIR
4763814,158751,4,PAO3,,3359-02,38,1,0,2,-1,DISMINUIR
4763298,408226,4,PAO3,,DZ9385,L,13,7,21,-6,DISMINUIR
4813503,315929,4,PAO3,,9004-20,42,1,1,3,0,SIN_CAMBIO
4773082,281518,4,PAO3,,749,39,1,0,2,-1,DISMINUIR
4773064,282423,4,PAO3,,756,39,1,0,2,-1,DISMINUIR
4823284,123153,4,PAO3,,2610-05/1,39,2,1,4,-1,DISMINUIR
4810434,194969,4,PAO3,,405635L-WHT,36,0,3,3,3,AUMENTAR
4804996,30655,4,PAO3,,119759-BBK,35,1,1,2,0,SIN_CAMBIO
4805399,98700,4,PAO3,,2106.1043.28706-15745,21,1,0,2,-1,DISMINUIR
4790681,236175,4,PAO3,,556-6284,37,2,1,4,-1,DISMINUIR
4760268,5413,4,PAO3,,0630-10,40,1,0,2,-1,DISMINUIR
4820061,118311,4,PAO3,,2502.1009.9569-15745,26,1,0,2,-1,DISMINUIR
4815207,111966,4,PAO3,,231148-4,34,1,0,2,-1,DISMINUIR
4770614,455867,4,PAO3,,GW6513,"3,0",1,1,3,0,SIN_CAMBIO
4810627,490459,4,PAO3,,JF8542,XS,2,5,8,3,AUMENTAR
4798360,481593,4,PAO3,,IF0827,"6,0",2,1,4,-1,DISMINUIR
4815277,526290,5,PAO4,,PI-65406300000004,36,2,1,4,-1,DISMINUIR
4774937,37215,5,PAO4,,124959-BLK,36,1,0,2,-1,DISMINUIR
4804421,31982,5,PAO4,,12-HOT-70,37,2,0,3,-2,DISMINUIR
4824485,539404,5,PAO4,,S02-B,41,3,2,6,-1,DISMINUIR
4733258,175503,5,PAO4,,381-5683,32,4,3,8,-1,DISMINUIR
4774936,37214,5,PAO4,,124959-BLK,"35,5",2,0,3,-2,DISMINUIR
4820514,215819,5,PAO4,,5-MIU-3,35,1,0,2,-1,DISMINUIR
4828554,233749,5,PAO4,,551-6408,38,1,2,4,1,AUMENTAR
4777861,315416,3,PAO2,,9.55.04,00,22,29,52,7,AUMENTAR
4821287,225820,3,PAO2,,5208320405191,XS,6,4,11,-2,DISMINUIR
4814598,484353,3,PAO2,,IH0085,"10,5",2,2,5,0,SIN_CAMBIO
4773524,211030,3,PAO2,,4810,36,2,1,4,-1,DISMINUIR
4790164,315400,3,PAO2,,9.55.02,L,2,1,4,-1,DISMINUIR
4761958,310940,3,PAO2,,881-6673,40,3,2,6,-1,DISMINUIR
4790546,415512,3,PAO2,,ENVIOS,00,920,593,528,-327,DISMINUIR
4803992,224689,3,PAO2,,520609501,Xl,24,24,49,0,SIN_CAMBIO
4803476,488774,3,PAO2,,J0630-1,34,1,0,2,-1,DISMINUIR
4748425,52313,3,PAO2,,1370076-001,L,5,5,11,0,SIN_CAMBIO
4824693,448879,3,PAO2,,GR-IP-27114,37,1,0,2,-1,DISMINUIR
4797374,9078,3,PAO2,,1.80.00,00,11,11,23,0,SIN_CAMBIO
4795839,224434,3,PAO2,,5205502416,33,2,1,4,-1,DISMINUIR
4816918,89581,3,PAO2,,2.20.07,00,30,29,60,-1,DISMINUIR
4798178,534650,3,PAO2,,R.10.01,S,10,10,21,0,SIN_CAMBIO
4798891,1217,7,NICK2,,009283624255,00,93,36,133,-57,DISMINUIR
4815904,548816,7,NICK2,,SPSTMES005,00,12,17,30,5,AUMENTAR
4727212,376071,7,NICK2,,CD7783-100,"1,5",1,0,2,-1,DISMINUIR
4819000,546812,7,NICK2,,SHORT ARQUERO,L,6,8,15,2,AUMENTAR
4817182,486463,7,NICK2,,IV6019,XS,4,3,8,-1,DISMINUIR
4820997,142560,7,NICK2,,3027000-404,"9,5",2,1,4,-1,DISMINUIR
4827346,426141,7,NICK2,,FN0228-001,"8,0",2,1,4,-1,DISMINUIR
4788094,481359,7,NICK2,,IE9441,11,2,0,3,-2,DISMINUIR
4827941,7190,7,NICK2,,091165 01,00,4,2,8,-2,DISMINUIR
4772991,286671,7,NICK2,,8.10.26,00,5,3,12,-2,DISMINUIR
4772992,286676,7,NICK2,,8.10.27,00,9,58,72,49,AUMENTAR
4819290,427380,7,NICK2,,FQ8333-500,"10,5",2,1,4,-1,DISMINUIR
4784807,315359,7,NICK2,,9.10.06,00,8,16,25,8,AUMENTAR
1000372,511173,7,NICK2,,MSAFCMN-23,00,59,27,138,-32,DISMINUIR
4824596,451101,7,NICK2,,GR-RI-11768,36,2,1,4,-1,DISMINUIR
4818258,470794,7,NICK2,,HM0283-001,11,1,2,4,1,AUMENTAR
4711196,547605,7,NICK2,,SP0040-101,M,53,53,108,0,SIN_CAMBIO
4777861,315417,7,NICK2,,9.55.04,00,28,15,48,-13,DISMINUIR
4730833,408181,7,NICK2,,DZ9384,L,1,0,2,-1,DISMINUIR
4746164,408217,7,NICK2,,DZ9385,L,39,39,82,0,SIN_CAMBIO
4819317,467133,7,NICK2,,HF6279-002,"4,0",2,0,3,-2,DISMINUIR
4743228,502275,7,NICK2,,M2010,00,1,0,1,-1,DISMINUIR
4815902,548812,7,NICK2,,SPSTCOS003,00,11,15,27,4,AUMENTAR
4818163,372269,7,NICK2,,CALCETA ANTIDES MASC,00,36,47,84,11,AUMENTAR
4817641,214137,2,PAO1,,4Q08,32,2,1,4,-1,DISMINUIR
4820835,248818,2,PAO1,,5K07-13,35,1,0,2,-1,DISMINUIR
4790955,247228,2,PAO1,,5CE118,38,4,4,9,0,SIN_CAMBIO
4766049,445715,2,PAO1,,GR-CT-10954,43,1,0,2,-1,DISMINUIR
4765203,323727,2,PAO1,,9547,42,2,1,4,-1,DISMINUIR
4819945,93027,2,PAO1,,2023-1,36,2,2,5,0,SIN_CAMBIO
4811051,188962,2,PAO1,,403694L-W,36,1,1,3,0,SIN_CAMBIO
4820399,579597,2,PAO1,,X601,36,3,2,6,-1,DISMINUIR
4784035,75103,2,PAO1,,17-NATHAN-54,39,2,2,5,0,SIN_CAMBIO
4810548,242922,2,PAO1,,5902,41,1,2,4,1,AUMENTAR
4405282,538894,2,PAO1,,RS722-1-AO,40,3,2,6,-1,DISMINUIR
4801296,461671,2,PAO1,,H-116,36,1,0,2,-1,DISMINUIR
4772029,240896,2,PAO1,,581-9475,37,3,2,6,-1,DISMINUIR
4745782,239533,2,PAO1,,581-0445,37,4,3,8,-1,DISMINUIR
4811145,462032,2,PAO1,,H-182,36,1,0,2,-1,DISMINUIR
4773156,179514,2,PAO1,,388-0501,37,1,0,2,-1,DISMINUIR
4828047,423149,6,NICK1,,FB5625-410,M,10,11,21,1,AUMENTAR
4809117,17236,6,NICK1,,102041020,"3,0",10,7,20,-3,DISMINUIR
4799715,17292,6,NICK1,,102201031,"3,0",1,5,7,4,AUMENTAR
4819701,373457,6,NICK1,,CCPOLI2544NE,Xl,1,0,2,-1,DISMINUIR
4820473,119388,6,NICK1,,252061L-WTQP,34,1,1,3,0,SIN_CAMBIO
4790758,194868,6,NICK1,,405627L-WHT,36,2,1,5,-1,DISMINUIR
4811555,30448,6,NICK1,,11949-WSL,38,2,1,4,-1,DISMINUIR
4807675,515738,6,NICK1,,P0893-549314,M,2,1,4,-1,DISMINUIR
4818541,191960,6,NICK1,,403908L-RDBK,28,2,0,3,-2,DISMINUIR
4823575,212665,4,PAO3,,489-6877,38,2,1,4,-1,DISMINUIR
4813390,228367,4,PAO3,,52458-WHT,44,1,0,2,-1,DISMINUIR
4770223,330220,4,PAO3,,A00983C-014,"7,5",1,0,2,-1,DISMINUIR
4750927,104550,4,PAO3,,21JS35,35,2,1,4,-1,DISMINUIR
4784412,214919,4,PAO3,,5-COBNA-6,39,1,0,2,-1,DISMINUIR
4790955,247226,4,PAO3,,5CE118,38,6,3,10,-3,DISMINUIR
4820077,119678,4,PAO3,,2528.123.13488-15745,28,2,1,4,-1,DISMINUIR
4781778,178157,4,PAO3,,384-2201,38,2,3,5,1,AUMENTAR
4739656,209986,4,PAO3,,4802.113.21942.79429,38,2,1,4,-1,DISMINUIR
4739518,209735,4,PAO3,,4802.103.22767.72391,38,2,1,4,-1,DISMINUIR
4820149,237099,4,PAO3,,5635.887.7800-35312,35,1,1,3,0,SIN_CAMBIO
4822662,581534,4,PAO3,,XT322B,29,2,1,4,-1,DISMINUIR
4820073,118335,4,PAO3,,2502.1009.9569-16072,30,1,0,2,-1,DISMINUIR
4747010,201052,5,PAO4,,440002,24,2,1,2,-1,DISMINUIR
4825545,108890,5,PAO4,,2293.201.30502-104863,39,1,0,2,-1,DISMINUIR
4418287,45215,5,PAO4,,13141041784621000,38,1,0,2,-1,DISMINUIR
4817055,241129,5,PAO4,,5821.102.7800-15758,39,2,1,4,-1,DISMINUIR
4812556,350851,5,PAO4,,AZ210011268-411,37,4,2,7,-2,DISMINUIR
4713877,229889,5,PAO4,,52631-BBK,"41,5",1,1,3,0,SIN_CAMBIO
4785718,455459,5,PAO4,,GW5483,"9,0",2,1,4,-1,DISMINUIR
4812906,350916,5,PAO4,,AZ210011274,39,1,0,2,-1,DISMINUIR
4760698,315349,3,PAO2,,9.00.31,00,14,15,32,1,AUMENTAR
4786708,268761,3,PAO2,,6608,44,4,7,12,3,AUMENTAR
4816954,391580,3,PAO2,,D-MP-820739,00,16,15,32,-1,DISMINUIR
4803991,224680,3,PAO2,,520609501,L,9,2,13,-7,DISMINUIR
4775463,578186,3,PAO2,,WW701-1,40,1,0,2,-1,DISMINUIR
4819634,180111,3,PAO2,,390987 04,"7,0",1,0,2,-1,DISMINUIR
4784804,89574,3,PAO2,,2.20.04,00,5,5,11,0,SIN_CAMBIO
4819028,176992,3,PAO2,,384-0141,38,1,1,3,0,SIN_CAMBIO
4773541,207510,3,PAO2,,4715,35,1,0,2,-1,DISMINUIR
4790183,302449,3,PAO2,,8433000138015,00,39,42,83,3,AUMENTAR
4803457,488701,3,PAO2,,J0628,43,3,2,6,-1,DISMINUIR
4828568,175665,3,PAO2,,381-6542,32,2,2,5,0,SIN_CAMBIO
4818453,507025,3,PAO2,,MANGA VOLEY KAS,00,9,8,18,-1,DISMINUIR
4815900,547840,7,NICK2,,SPACAPI002,00,12,17,32,5,AUMENTAR
4791856,478619,7,NICK2,,ID5271,"9,0",1,1,3,0,SIN_CAMBIO
4793895,480731,7,NICK2,,IE4979,"8,5",1,0,2,-1,DISMINUIR
4770998,403033,7,NICK2,,DO1344-101,"9,5",1,0,2,-1,DISMINUIR
4818995,507029,7,NICK2,,MANGAS VOLLEY,M,29,10,43,-19,DISMINUIR
4724748,375478,7,NICK2,,CD6892-009,13C,1,0,2,-1,DISMINUIR
4819328,467210,7,NICK2,,HF6279-601,"6,5",2,2,5,0,SIN_CAMBIO
4744545,42772,7,NICK2,,13027,"11,5",1,1,3,0,SIN_CAMBIO
4827395,424208,7,NICK2,,FD6454-010,11,2,1,4,-1,DISMINUIR
4788491,446971,7,NICK2,,GR-CT-11710,43,2,1,5,-1,DISMINUIR
4826472,23167,7,NICK2,,11203,"9,0",1,0,2,-1,DISMINUIR
4785756,477121,7,NICK2,,IB3242,L,3,6,10,3,AUMENTAR
4763293,408208,7,NICK2,,DZ9384,S,2,3,6,1,AUMENTAR
4800340,227037,7,NICK2,,521150030,XS,4,3,8,-1,DISMINUIR
4769655,39968,7,NICK2,,1286016-716,00,15,17,35,2,AUMENTAR
4767078,471011,7,NICK2,,HN0913,Xl,1,0,2,-1,DISMINUIR
4711197,547604,7,NICK2,,SP0040-101,L,36,34,71,-2,DISMINUIR
4790413,474313,7,NICK2,,HT3911,00,47,49,96,2,AUMENTAR
4789251,370447,7,NICK2,,CA09857,S,2,1,4,-1,DISMINUIR
4801563,103931,7,NICK2,,2195471OG-2,36,3,2,6,-1,DISMINUIR
4814927,308949,7,NICK2,,8801,L,1,2,4,1,AUMENTAR
4817926,513703,7,NICK2,,NIS01536,00,4,5,10,1,AUMENTAR
4818883,398658,7,NICK2,,DEPVOLBAL137,00,2,8,12,6,AUMENTAR
4825316,501998,7,NICK2,,M1970,00,15,32,52,17,AUMENTAR
4816606,547872,7,NICK2,,SPACONE001,Xl,2,1,4,-1,DISMINUIR
4750659,461342,2,PAO1,,H-106,37,5,7,13,2,AUMENTAR
4826284,297276,2,PAO1,,8224.826.9830-81140,36,3,0,4,-3,DISMINUIR
4744021,202782,2,PAO1,,45-1,00,485,435,940,-50,DISMINUIR
4801225,463248,2,PAO1,,H02,40,1,0,2,-1,DISMINUIR
4801767,93210,2,PAO1,,2026,24,2,1,4,-1,DISMINUIR
4740373,461484,2,PAO1,,H-107,38,3,1,5,-2,DISMINUIR
4830921,591398,2,PAO1,,605-16,38,3,0,3,-3,DISMINUIR
4810625,490444,6,NICK1,,JF8541,Xl,2,2,8,0,SIN_CAMBIO
4818597,146227,6,NICK1,,303722L-LBMT,28,1,0,3,-1,DISMINUIR
4827794,187891,6,NICK1,,402823 01,10,1,0,3,-1,DISMINUIR
4810262,505102,6,NICK1,,M7650C-102,"5,0",3,2,6,-1,DISMINUIR
4822863,558967,6,NICK1,,U574YCE,12,1,0,2,-1,DISMINUIR
4807774,407869,6,NICK1,,DZ5485-130,"8,0",1,0,2,-1,DISMINUIR
4798732,479689,6,NICK1,,IE1023,"8,0",1,0,2,-1,DISMINUIR
4821177,507534,6,NICK1,,MEDIA POLYESTER ECO JR,00,26,30,58,4,AUMENTAR
4828362,496827,6,NICK1,,KE0460,00,11,11,23,0,SIN_CAMBIO
4810429,189018,6,NICK1,,403695L-BBK,33,1,1,3,0,SIN_CAMBIO
4756928,386338,6,NICK1,,CP101884M,10,1,0,2,-1,DISMINUIR
4830728,592909,6,NICK1,,FJ9510-604,"9,0",1,0,1,-1,DISMINUIR
4819174,424135,6,NICK1,,FD6034-001,"9,0",2,2,4,0,SIN_CAMBIO
4816596,553814,6,NICK1,,SX7677-964,L,9,20,32,11,AUMENTAR
4821176,507533,6,NICK1,,MEDIA POLYESTER ECO JR,00,36,34,73,-2,DISMINUIR
4827302,553390,6,NICK1,,SX7664-964,L,18,25,45,7,AUMENTAR
4815442,522749,4,PAO3,,PI-14323000000002,39,2,1,4,-1,DISMINUIR
4813630,280332,4,PAO3,,737-30,39,1,0,2,-1,DISMINUIR
4790546,415513,4,PAO3,,ENVIOS,00,876,992,872,116,AUMENTAR
4816644,79199,4,PAO3,,180745-03,42,4,3,8,-1,DISMINUIR
4820082,119688,4,PAO3,,2528.123.13488-15745,33,1,1,3,0,SIN_CAMBIO
4823187,149300,4,PAO3,,307-16,39,1,1,3,0,SIN_CAMBIO
4781015,152554,4,PAO3,,310545L-WHT,35,1,0,2,-1,DISMINUIR
4763812,158745,4,PAO3,,3359-02,36,1,0,2,-1,DISMINUIR
4775434,179601,4,PAO3,,388-0901,37,1,0,2,-1,DISMINUIR
4822666,581504,4,PAO3,,XT322B,27,1,1,3,0,SIN_CAMBIO
4803191,121941,4,PAO3,,2585,30,1,0,2,-1,DISMINUIR
4418195,319272,4,PAO3,,914,42,1,0,2,-1,DISMINUIR
4820081,119685,4,PAO3,,2528.123.13488-15745,32,1,0,2,-1,DISMINUIR
4825489,108884,4,PAO3,,2293.201.30131-103647,43,1,1,3,0,SIN_CAMBIO
4811798,31828,4,PAO3,,12-FLEXI-51,39,1,0,2,-1,DISMINUIR
4821118,490005,4,PAO3,,JD1328,00,3,3,9,0,SIN_CAMBIO
4813455,242245,5,PAO4,,5871-02,38,3,2,6,-1,DISMINUIR
4793954,311238,5,PAO4,,881-6892,42,2,2,5,0,SIN_CAMBIO
4718096,493617,5,PAO4,,JS1803,40,2,1,5,-1,DISMINUIR
4779946,214578,5,PAO4,,5-CLORA-20,37,1,0,2,-1,DISMINUIR
4816635,38238,5,PAO4,,126308-02,39,1,0,2,-1,DISMINUIR
4719366,572510,5,PAO4,,W9-450,40,2,1,4,-1,DISMINUIR
4816619,24067,5,PAO4,,114858-08,41,4,3,8,-1,DISMINUIR
4819240,553713,5,PAO4,,SX7676-100,L,9,8,18,-1,DISMINUIR
4770804,106327,5,PAO4,,221-6016,29,3,0,3,-3,DISMINUIR
4831600,596568,5,PAO4,,150291-BBK,39,1,0,1,-1,DISMINUIR
4832418,599207,5,PAO4,,6G53,36,1,0,1,-1,DISMINUIR
4804710,238214,3,PAO2,,5797.209.25612-17165,39,1,1,3,0,SIN_CAMBIO
4812537,490085,3,PAO2,,JE3217,00,2,6,9,4,AUMENTAR
4781060,310549,3,PAO2,,881-6281,43,2,0,3,-2,DISMINUIR
4760686,315432,3,PAO2,,9.55.15,S,1,5,7,4,AUMENTAR
4824507,192507,3,PAO2,,404,42,1,2,4,1,AUMENTAR
4820652,296458,3,PAO2,,82223U-N84,10,3,1,5,-2,DISMINUIR
4746292,328477,3,PAO2,,999341-BBK,42,1,1,3,0,SIN_CAMBIO
4817252,545671,3,PAO2,,SB4-12,"4,0",7,9,17,2,AUMENTAR
4760760,487426,3,PAO2,,J0175,44,2,1,4,-1,DISMINUIR
4819745,313598,3,PAO2,,889-6787,41,1,1,3,0,SIN_CAMBIO
4823439,110928,3,PAO2,,23-JOGGO-7,35,1,0,2,-1,DISMINUIR
4790564,519223,3,PAO2,,PH831,00,11,10,22,-1,DISMINUIR
4798794,511461,3,PAO2,,MSFTGPCML,00,9,7,18,-2,DISMINUIR
4818743,511669,3,PAO2,,MUÑEQUERA VECTOR,00,3,1,6,-2,DISMINUIR
4819882,195438,3,PAO2,,406-0521,40,1,0,2,-1,DISMINUIR
4779596,227457,3,PAO2,,5215100161109,00,8,7,16,-1,DISMINUIR
4769813,286886,3,PAO2,,8001,XS,19,18,38,-1,DISMINUIR
4696342,225335,3,PAO2,,5207017102023,00,15,20,36,5,AUMENTAR
4818162,372266,3,PAO2,,CALCETA ANTIDES INF,00,8,9,18,1,AUMENTAR
4798857,334301,3,PAO2,,A8-1,38,1,0,2,-1,DISMINUIR
266275,182985,3,PAO2,,3J233C-410,105,4,3,2,-1,DISMINUIR
4803015,481783,3,PAO2,,IF1406,"3,5",2,1,4,-1,DISMINUIR
4810737,484306,3,PAO2,,IH0083,"8,5",1,0,2,-1,DISMINUIR
4797224,224727,3,PAO2,,5206095012019,M,8,9,18,1,AUMENTAR
4801163,89566,3,PAO2,,2.20.01,00,2,7,10,5,AUMENTAR
4789299,373254,3,PAO2,,CCAS-01,M,4,2,9,-2,DISMINUIR
4818002,185804,3,PAO2,,4004221012565,00,10,10,22,0,SIN_CAMBIO
4407161,117118,3,PAO2,,24032ROJO,00,3,2,26,-1,DISMINUIR
4814109,336885,3,PAO2,,AD90210M-WS,"8,5",2,1,4,-1,DISMINUIR
1000762,560237,3,PAO2,,V2050,00,25,22,38,-3,DISMINUIR
4827576,270938,3,PAO2,,672-6670,40,3,2,6,-1,DISMINUIR
4823571,212650,3,PAO2,,489-6877,34,2,1,4,-1,DISMINUIR
4781332,187153,3,PAO2,,401675N-BKGY,21,2,0,3,-2,DISMINUIR
4818363,158314,3,PAO2,,3334-02,36,6,7,14,1,AUMENTAR
4721315,326374,3,PAO2,,9838,39,2,2,5,0,SIN_CAMBIO
4789282,548398,7,NICK2,,SPJSSS24055,S,30,28,60,-2,DISMINUIR
