style_color,style,color,familia,gender,srp,whs,pares_grid,PA01,PA02,PA03,PA04,NICK1,total_tiendas,orden_2026_1,orden_2026_2
117252-TPE,117252,TPE,BOBS SQUAD CHAOS,WOMEN,57990.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4876.0
159713-BBK,159713,BBK,ARCH FIT MC D'LUX,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159713-TPE,159713,TPE,ARCH FIT MC D'LUX,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
138422-BBK,138422,BBK,ON-THE-GO FLEX RADIANT,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
138422-CHOC,138422,CHOC,ON-THE-GO FLEX RADIANT,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
138422-DKTP,138422,DKTP,ON-THE-GO FLEX RADIANT,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
139166-BBK,139166,BBK,GLIDE-STEP SERENE,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
139166-TPE,139166,TPE,GLIDE-STEP SERENE,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
188171-BBK,188171,BBK,PARALLEL-LITE,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
188171-TPE,188171,TPE,PARALLEL-LITE,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
124637-BBK,124637,BBK,GO WALK JOY,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
124637-NAT,124637,NAT,GO WALK JOY,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
124637-NVW,124637,NVW,GO WALK JOY,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
139783-BBK,139783,BBK,ARCH FIT N-JOY LITE,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
139783-CHOC,139783,CHOC,ARCH FIT N-JOY LITE,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
139783-TPE,139783,TPE,ARCH FIT N-JOY LITE,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
139459-BBK,139459,BBK,FLEX ADAPT,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
139459-TPE,139459,TPE,FLEX ADAPT,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
100518-BBK,100518,BBK,COMMUTE TIME,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3086.0
100518-DKTP,100518,DKTP,COMMUTE TIME,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2748.0
117391-BBK,117391,BBK,BOBS B FLEX HI,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3476.0,0.0
117391-BLK,117391,BLK,BOBS B FLEX HI,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842.0,0.0
117624-BLK,117624,BLK,BOBS SQUAD 4,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3129.0,0.0
117624-MOC,117624,MOC,BOBS SQUAD 4,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117624-WHT,117624,WHT,BOBS SQUAD 4,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.0,0.0
117624-TPE,117624,TPE,BOBS SQUAD 4,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2317.0,0.0
117740-BBK,117740,BBK,BOBS SQUAD 4,WOMEN,59990.0,33350.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,2654.0,0.0
117740-WHT,117740,WHT,BOBS SQUAD 4,WOMEN,59990.0,33350.0,0.0,0.0,0.0,15.0,0.0,15.0,30.0,2043.0,0.0
117497-BKGD,117497,BKGD,BOBS SQUAD CHAOS,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8637.0,0.0
117497-NTGD,117497,NTGD,BOBS SQUAD CHAOS,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4103.0,996.0
117497-BBK,117497,BBK,BOBS SQUAD CHAOS,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7526.0,6645.0
117497-NVY,117497,NVY,BOBS SQUAD CHAOS,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201.0,2679.0
117497-TPE,117497,TPE,BOBS SQUAD CHAOS,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.0,3746.0
117842-BKLV,117842,BKLV,BOBS WONDER LITE,WOMEN,57990.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117842-TPPK,117842,TPPK,BOBS WONDER LITE,WOMEN,57990.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117385-TPGD,117385,TPGD,BOBS B FLEX HI,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117385-BBK,117385,BBK,BOBS B FLEX HI,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,2962.0
117385-BLK,117385,BLK,BOBS B FLEX HI,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,1742.0
117385-NVY,117385,NVY,BOBS B FLEX HI,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.0,2468.0
117738-BBK,117738,BBK,BOBS MODA FLEX,WOMEN,52990.0,29450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117738-DKNV,117738,DKNV,BOBS MODA FLEX,WOMEN,52990.0,29450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117861-BBK,117861,BBK,BOBS ARC WAVES REMIX,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4163.0
117861-BLK,117861,BLK,BOBS ARC WAVES REMIX,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4224.0
117861-NAT,117861,NAT,BOBS ARC WAVES REMIX,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117720-BLK,117720,BLK,BOBS ARCH FIT ELEV8,WOMEN,49990.0,27750.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,3899.0
117720-DKTP,117720,DKTP,BOBS ARCH FIT ELEV8,WOMEN,49990.0,27750.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,2283.0
117720-BBK,117720,BBK,BOBS ARCH FIT ELEV8,WOMEN,49990.0,27750.0,0.0,0.0,0.0,15.0,0.0,15.0,30.0,0.0,8270.0
117872-BKLP,117872,BKLP,BOBS B FLEX HI,WOMEN,49990.0,27750.0,0.0,0.0,0.0,15.0,0.0,15.0,30.0,0,0
117872-MOC,117872,MOC,BOBS B FLEX HI,WOMEN,49990.0,27750.0,0.0,0.0,0.0,15.0,0.0,15.0,30.0,0,0
117755-BKTP,117755,BKTP,BOBS SKILLZ,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117755-BLSH,117755,BLSH,BOBS SKILLZ,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117755-WLPK,117755,WLPK,BOBS SKILLZ,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117268-BBK,117268,BBK,BOBS SPARROW 2.0,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,3276.0
117268-TPMT,117268,TPMT,BOBS SPARROW 2.0,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,2059.0
117648-BBK,117648,BBK,BOBS VISION AIR,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7744.0,3137.0
117648-MVE,117648,MVE,BOBS VISION AIR,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3318.0,786.0
117648-WHT,117648,WHT,BOBS VISION AIR,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5893.0,3880.0
117483-NVY,117483,NVY,BOBS SQUAD WAVES,WOMEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1780.0
117483-BBK,117483,BBK,BOBS SQUAD WAVES,WOMEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10281.0,2991.0
117483-BLK,117483,BLK,BOBS SQUAD WAVES,WOMEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8713.0,0.0
117679-BBK,117679,BBK,BOBS SQUAD WAVES,WOMEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3117.0,0.0
117679-TPE,117679,TPE,BOBS SQUAD WAVES,WOMEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028.0,0.0
117681-BBK,117681,BBK,BOBS SQUAD WAVES,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.0
117681-BLK,117681,BLK,BOBS SQUAD WAVES,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2767.0
117700-BBK,117700,BBK,BOBS B LITE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3694.0
117700-DKNV,117700,DKNV,BOBS B LITE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0
117700-TPE,117700,TPE,BOBS B LITE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2537.0
117733-BBK,117733,BBK,BOBS MODA FLEX,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,2406.0
117733-BLK,117733,BLK,BOBS MODA FLEX,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0
117733-LAV,117733,LAV,BOBS MODA FLEX,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2419.0
117896-BLK,117896,BLK,BOBS SQUAD WAVES ELITE,WOMEN,44990.0,25000.0,0.0,0.0,15.0,15.0,0.0,0.0,30.0,0,0
117896-DKNV,117896,DKNV,BOBS SQUAD WAVES ELITE,WOMEN,44990.0,25000.0,0.0,0.0,15.0,15.0,0.0,0.0,30.0,0,0
117896-DKRS,117896,DKRS,BOBS SQUAD WAVES ELITE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117896-BBK,117896,BBK,BOBS SQUAD WAVES ELITE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117485-BBK,117485,BBK,BOBS SQUAD WAVES,WOMEN,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3873.0
117485-BLSH,117485,BLSH,BOBS SQUAD WAVES,WOMEN,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0
150884-GRY,150884,GRY,ARCH FIT 3.0,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150884-NVY,150884,NVY,ARCH FIT 3.0,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150885-BBK,150885,BBK,ARCH FIT 3.0,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150885-BLK,150885,BLK,ARCH FIT 3.0,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150885-TPE,150885,TPE,ARCH FIT 3.0,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
104547-BBK,104547,BBK,GLIDE-STEP,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,1464.0
104547-NVY,104547,NVY,GLIDE-STEP,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.0,1266.0
150759-BBK,150759,BBK,ARCH FIT SUMMITS,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150759-CHOC,150759,CHOC,ARCH FIT SUMMITS,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150759-BKW,150759,BKW,ARCH FIT SUMMITS,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150384-BKRG,150384,BKRG,FASHION FIT 2.0,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,5417.0,1858.0
150384-NVSL,150384,NVSL,FASHION FIT 2.0,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,4451.0,1596.0
150384-TPGD,150384,TPGD,FASHION FIT 2.0,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2819.0,1354.0
104715-BKW,104715,BKW,FLEX STEP,WOMEN,52990.0,29450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0
104715-NAT,104715,NAT,FLEX STEP,WOMEN,52990.0,29450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.0
104715-NVY,104715,NVY,FLEX STEP,WOMEN,52990.0,29450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.0
150654-BBK,150654,BBK,GLIDE-STEP SUMMITS,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150654-BKW,150654,BKW,GLIDE-STEP SUMMITS,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150654-NVY,150654,NVY,GLIDE-STEP SUMMITS,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150344-BBK,150344,BBK,SUMMITS,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150344-CHOC,150344,CHOC,SUMMITS,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150344-TPE,150344,TPE,SUMMITS,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150344-NVY,150344,NVY,SUMMITS,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
126476-BKRG,126476,BKRG,GO WALK GLIDE-STEP 3.0,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
126476-CHTP,126476,CHTP,GO WALK GLIDE-STEP 3.0,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125959-BKW,125959,BKW,GO WALK 8,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125959-TPLV,125959,TPLV,GO WALK 8,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125959-BBK,125959,BBK,GO WALK 8,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125949-BLK,125949,BLK,GO WALK 8,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0
125949-MVE,125949,MVE,GO WALK 8,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125859-BBK,125859,BBK,GO WALK ARCH FIT N-JOY,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125859-NVY,125859,NVY,GO WALK ARCH FIT N-JOY,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125859-LTGY,125859,LTGY,GO WALK ARCH FIT N-JOY,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125843-BLK,125843,BLK,GO WALK ARCH FIT N-JOY,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.0
125843-MVE,125843,MVE,GO WALK ARCH FIT N-JOY,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0
125843-NVW,125843,NVW,GO WALK ARCH FIT N-JOY,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0
125861-BKW,125861,BKW,GO WALK ARCH FIT N-JOY,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125861-BBK,125861,BBK,GO WALK ARCH FIT N-JOY,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125861-TPE,125861,TPE,GO WALK ARCH FIT N-JOY,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125662-BLK,125662,BLK,GO WALK NOW,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.0
125662-RSGD,125662,RSGD,GO WALK NOW,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,1280.0
125662-SIL,125662,SIL,GO WALK NOW,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,1280.0
125523-BBK,125523,BBK,GO WALK FLEX,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.0
125523-BKW,125523,BKW,GO WALK FLEX,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.0
125523-CHOC,125523,CHOC,GO WALK FLEX,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125523-NVPK,125523,NVPK,GO WALK FLEX,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0
125526-BBK,125526,BBK,GO WALK FLEX,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3769.0,1964.0
125526-BLK,125526,BLK,GO WALK FLEX,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3022.0,1951.0
125526-NTPK,125526,NTPK,GO WALK FLEX,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.0,0.0
125526-NVBL,125526,NVBL,GO WALK FLEX,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435.0,2734.0
125527-BBK,125527,BBK,GO WALK FLEX,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,1742.0
125527-NVY,125527,NVY,GO WALK FLEX,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2867.0,1288.0
125735-BKBL,125735,BKBL,GO WALK JOY,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125735-BLPK,125735,BLPK,GO WALK JOY,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125735-DKTP,125735,DKTP,GO WALK JOY,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
124640-BBK,124640,BBK,GO WALK JOY,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2541.0,0.0
124640-GYBL,124640,GYBL,GO WALK JOY,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738.0,11.0
124640-NVPK,124640,NVPK,GO WALK JOY,WOMEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.0,12.0
126673-BKW,126673,BKW,GO WALK TRAVEL LITE,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
126673-NVY,126673,NVY,GO WALK TRAVEL LITE,WOMEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
126671-BKLV,126671,BKLV,GO WALK TRAVEL LITE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
126671-NVLV,126671,NVLV,GO WALK TRAVEL LITE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
126671-NAT,126671,NAT,GO WALK TRAVEL LITE,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125156-BBK,125156,BBK,GO WALK GLIDE-STEP 2.0,WOMEN,79990.0,44450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
125156-LTMV,125156,LTMV,GO WALK GLIDE-STEP 2.0,WOMEN,79990.0,44450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150412-NTBR,150412,NTBR,CONTOUR FOAM,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150412-BKW,150412,BKW,CONTOUR FOAM,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,1512.0
150412-NTGR,150412,NTGR,CONTOUR FOAM,WOMEN,69990.0,38900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,1662.0
150416-WSL,150416,WSL,CONTOUR FOAM,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,0.0
150419-OFWT,150419,OFWT,CONTOUR FOAM,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428.0
150419-BLK,150419,BLK,CONTOUR FOAM,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1158.0,1695.0
150419-BRN,150419,BRN,CONTOUR FOAM,WOMEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.0,3201.0
150404-BBK,150404,BBK,CONTOUR FOAM,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006.0,4514.0
150404-WNV,150404,WNV,CONTOUR FOAM,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,1266.0
150404-BKW,150404,BKW,CONTOUR FOAM,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0
150404-LAV,150404,LAV,CONTOUR FOAM,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1587.0
150404-NTTP,150404,NTTP,CONTOUR FOAM,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,2611.0
150413-CHOC,150413,CHOC,CONTOUR FOAM,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150413-TPE,150413,TPE,CONTOUR FOAM,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.0
150413-BKRG,150413,BKRG,CONTOUR FOAM,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2914.0,5590.0
150413-WTRG,150413,WTRG,CONTOUR FOAM,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1712.0,5826.0
159420-BLK,159420,BLK,EASY GOING,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
159420-DKTP,159420,DKTP,EASY GOING,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
104556-BKNT,104556,BKNT,GLIDE-STEP,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
104556-CSNT,104556,CSNT,GLIDE-STEP,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
104556-TPE,104556,TPE,GLIDE-STEP,WOMEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150505-BBK,150505,BBK,SUMMITS CONTOUR FOAM,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150505-NTTP,150505,NTTP,SUMMITS CONTOUR FOAM,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150505-BKW,150505,BKW,SUMMITS CONTOUR FOAM,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3516.0
150505-WNV,150505,WNV,SUMMITS CONTOUR FOAM,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.0
150852-BLK,150852,BLK,SUMMITS CONTOUR FOAM,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150852-NTTP,150852,NTTP,SUMMITS CONTOUR FOAM,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
114303-BLK,114303,BLK,B CUTE 2.0,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
114303-DKMV,114303,DKMV,B CUTE 2.0,WOMEN,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150409-BBK,150409,BBK,CONTOUR FOAM,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150409-LAV,150409,LAV,CONTOUR FOAM,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
150509-WTRG,150509,WTRG,CONTOUR FOAM,WOMEN,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0
167894-BLK,167894,BLK,TREGO,WOMEN,89990.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0,0.0
167894-CSNT,167894,CSNT,TREGO,WOMEN,89990.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.0,0.0
168051-BLK,168051,BLK,EASY GOING,WOMEN,79990.0,44450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,0.0
168051-CHOC,168051,CHOC,EASY GOING,WOMEN,79990.0,44450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,0.0
168185-BLK,168185,BLK,EASY GOING,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
168185-CHOC,168185,CHOC,EASY GOING,WOMEN,74990.0,41650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
