dte_id,folio,tipo,sucursal_id,fecha_emision,old_neto,old_con_iva,old_unidades,new_neto,new_con_iva,new_unidades,unidades_tocadas,fuente,cross_check,ncs_vinculadas,deficit,nota_unidades
2187320,284514,BOLETA ELECTRONICA,7,2026-06-08,0,0,0,68891,81980,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196080,81980,
2187444,257697,BOLETA ELECTRONICA,6,2026-06-09,0,0,0,96454,114780,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191308,114780,derivado de monto_item/precio (stock+NC daba 0)
2187448,284539,BOLETA ELECTRONICA,7,2026-06-09,0,0,0,57966,68980,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196076,68980,
2187449,284540,BOLETA ELECTRONICA,7,2026-06-09,0,0,0,46622,55480,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191299,55480,derivado de monto_item/precio (stock+NC daba 0)
2187458,412156,BOLETA ELECTRONICA,2,2026-06-09,0,0,0,16798,19990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191319,19990,derivado de monto_item/precio (stock+NC daba 0)
2187566,354923,BOLETA ELECTRONICA,5,2026-06-10,0,0,0,35277,41980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191337,41980,derivado de monto_item/precio (stock+NC daba 0)
2187567,354924,BOLETA ELECTRONICA,5,2026-06-10,0,0,0,31916,37980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191335,37980,derivado de monto_item/precio (stock+NC daba 0)
2187568,284568,BOLETA ELECTRONICA,7,2026-06-10,0,0,0,36126,42990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192322,42990,derivado de monto_item/precio (stock+NC daba 0)
2187569,284569,BOLETA ELECTRONICA,7,2026-06-10,0,0,0,53933,64180,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191297,64180,derivado de monto_item/precio (stock+NC daba 0)
2187814,284649,BOLETA ELECTRONICA,7,2026-06-12,0,0,0,81252,96690,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2188845,96690,derivado de monto_item/precio (stock+NC daba 0)
2187854,375749,BOLETA ELECTRONICA,3,2026-06-12,0,0,0,16798,19990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192305,19990,derivado de monto_item/precio (stock+NC daba 0)
2188225,284766,BOLETA ELECTRONICA,7,2026-06-15,0,0,0,146613,174470,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192324,174470,derivado de monto_item/precio (stock+NC daba 0)
2188297,257806,BOLETA ELECTRONICA,6,2026-06-15,0,0,0,44689,53180,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191314,53180,derivado de monto_item/precio (stock+NC daba 0)
2188397,284803,BOLETA ELECTRONICA,7,2026-06-16,0,0,0,36966,43990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191293,43990,derivado de monto_item/precio (stock+NC daba 0)
2188402,375829,BOLETA ELECTRONICA,3,2026-06-16,0,0,0,19319,22990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191343,22990,derivado de monto_item/precio (stock+NC daba 0)
2188520,284831,BOLETA ELECTRONICA,7,2026-06-17,0,0,0,49571,58990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191287,58990,derivado de monto_item/precio (stock+NC daba 0)
2188521,284832,BOLETA ELECTRONICA,7,2026-06-17,0,0,0,58815,69990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191296,69990,derivado de monto_item/precio (stock+NC daba 0)
2188522,284833,BOLETA ELECTRONICA,7,2026-06-17,0,0,0,68218,81180,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191285,81180,derivado de monto_item/precio (stock+NC daba 0)
2188525,284836,BOLETA ELECTRONICA,7,2026-06-17,0,0,0,68479,81490,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191295,81490,derivado de monto_item/precio (stock+NC daba 0)
2188528,375858,BOLETA ELECTRONICA,3,2026-06-17,0,0,0,33605,39990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191341,39990,derivado de monto_item/precio (stock+NC daba 0)
2188582,451237,BOLETA ELECTRONICA,4,2026-06-17,0,0,0,21840,25990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191329,25990,derivado de monto_item/precio (stock+NC daba 0)
2188676,355060,BOLETA ELECTRONICA,5,2026-06-18,0,0,0,24353,28980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2195759,28980,
2188680,284865,BOLETA ELECTRONICA,7,2026-06-18,0,0,0,50571,60180,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192323,60180,derivado de monto_item/precio (stock+NC daba 0)
2188686,451253,BOLETA ELECTRONICA,4,2026-06-18,0,0,0,37807,44990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192309,44990,derivado de monto_item/precio (stock+NC daba 0)
2188901,257889,BOLETA ELECTRONICA,6,2026-06-19,0,0,0,84025,99990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191307,99990,derivado de monto_item/precio (stock+NC daba 0)
2189092,284959,BOLETA ELECTRONICA,7,2026-06-20,0,0,0,134445,159990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191301,159990,derivado de monto_item/precio (stock+NC daba 0)
2189395,257989,BOLETA ELECTRONICA,6,2026-06-22,0,0,0,27882,33180,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192311,33180,derivado de monto_item/precio (stock+NC daba 0)
2189397,257991,BOLETA ELECTRONICA,6,2026-06-22,0,0,0,88639,105480,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196094,105480,
2189418,285047,BOLETA ELECTRONICA,7,2026-06-22,0,0,0,30832,36690,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191291,36690,derivado de monto_item/precio (stock+NC daba 0)
2189419,285048,BOLETA ELECTRONICA,7,2026-06-22,0,0,0,24361,28990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191302,28990,derivado de monto_item/precio (stock+NC daba 0)
2189434,451349,BOLETA ELECTRONICA,4,2026-06-22,0,0,0,36958,43980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196337,43980,
2189558,258010,BOLETA ELECTRONICA,6,2026-06-23,0,0,0,46260,55049,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192314,55049,derivado de monto_item/precio (stock+NC daba 0)
2189562,355177,BOLETA ELECTRONICA,5,2026-06-23,0,0,0,52933,62990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196321,62990,
2189569,285073,BOLETA ELECTRONICA,7,2026-06-23,0,0,0,34269,40780,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196079,40780,
2189580,285081,BOLETA ELECTRONICA,7,2026-06-23,0,0,0,29403,34990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192317,34990,derivado de monto_item/precio (stock+NC daba 0)
2189724,355200,BOLETA ELECTRONICA,5,2026-06-24,0,0,0,65538,77990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196319,77990,
2189728,285111,BOLETA ELECTRONICA,7,2026-06-24,0,0,0,92429,109990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192164,109990,derivado de monto_item/precio (stock+NC daba 0)
2189873,285146,BOLETA ELECTRONICA,7,2026-06-25,0,0,0,57134,67990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192320,67990,derivado de monto_item/precio (stock+NC daba 0)
2189917,285158,BOLETA ELECTRONICA,7,2026-06-25,0,0,0,32588,38780,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192319,38780,derivado de monto_item/precio (stock+NC daba 0)
2190061,412350,BOLETA ELECTRONICA,2,2026-06-26,0,0,0,16798,19990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196111,19990,
2190234,258088,BOLETA ELECTRONICA,6,2026-06-27,0,0,0,42008,49990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196095,49990,
2190236,258090,BOLETA ELECTRONICA,6,2026-06-27,0,0,0,52756,62780,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196091,62780,
2190582,258135,BOLETA ELECTRONICA,6,2026-06-30,0,0,0,62840,74780,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192313,74780,derivado de monto_item/precio (stock+NC daba 0)
2190589,258142,BOLETA ELECTRONICA,6,2026-06-30,0,0,0,61496,73180,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2195501,73180,
2190612,285359,BOLETA ELECTRONICA,7,2026-06-30,0,0,0,50412,59990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196072,59990,
2190616,285363,BOLETA ELECTRONICA,7,2026-06-30,0,0,0,50412,59990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196085,59990,
2190623,285370,BOLETA ELECTRONICA,7,2026-06-30,0,0,0,23521,27990,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196081,27990,
2190633,285378,BOLETA ELECTRONICA,7,2026-06-30,0,0,0,45866,54581,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196083,54581,
2190638,355338,BOLETA ELECTRONICA,5,2026-06-30,0,0,0,16798,19990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196320,19990,
2190640,355340,BOLETA ELECTRONICA,5,2026-06-30,0,0,0,16798,19990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196317,19990,
2190791,412408,BOLETA ELECTRONICA,2,2026-07-01,0,0,0,21000,24990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196112,24990,
2190794,412411,BOLETA ELECTRONICA,2,2026-07-01,0,0,0,16798,19990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196106,19990,
2190821,285423,BOLETA ELECTRONICA,7,2026-07-01,5700.00,6783.00,1,18218,21680,3,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192328,14897,derivado de monto_item/precio (stock+NC daba 1)
2190936,412430,BOLETA ELECTRONICA,2,2026-07-02,0,0,0,16798,19990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196107,19990,
2190944,451536,BOLETA ELECTRONICA,4,2026-07-02,0,0,0,16798,19990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196338,19990,
2190984,258193,BOLETA ELECTRONICA,6,2026-07-02,0,0,0,79824,94990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192312,94990,derivado de monto_item/precio (stock+NC daba 0)
2191099,412443,BOLETA ELECTRONICA,2,2026-07-03,0,0,0,16798,19990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196110,19990,
2191289,376277,BOLETA ELECTRONICA,3,2026-07-04,0,0,0,31924,37990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196353,37990,
2191310,550450,BOLETA ELECTRONICA,5,2026-07-04,0,0,0,31076,36980,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197178,36980,
2191345,285539,BOLETA ELECTRONICA,7,2026-07-04,0,0,0,31748,37780,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192316,37780,derivado de monto_item/precio (stock+NC daba 0)
2191459,285580,BOLETA ELECTRONICA,7,2026-07-04,0,0,0,14689,17480,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192321,17480,derivado de monto_item/precio (stock+NC daba 0)
2191565,258251,BOLETA ELECTRONICA,6,2026-07-06,0,0,0,47891,56990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196098,56990,
2191575,550480,BOLETA ELECTRONICA,5,2026-07-06,0,0,0,21000,24990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196318,24990,
2191602,376321,BOLETA ELECTRONICA,3,2026-07-06,0,0,0,52092,61990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196119,61990,
2191604,376323,BOLETA ELECTRONICA,3,2026-07-06,0,0,0,31924,37990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196116,37990,
2191725,550502,BOLETA ELECTRONICA,5,2026-07-07,0,0,0,47891,56990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196323,56990,
2191730,258272,BOLETA ELECTRONICA,6,2026-07-07,0,0,0,65101,77470,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196089,77470,
2191839,376366,BOLETA ELECTRONICA,3,2026-07-08,0,0,0,33605,39990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196115,39990,
2191857,258289,BOLETA ELECTRONICA,6,2026-07-08,94990.00,113038.00,1,159647,189980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196097,76942,
2191887,258295,BOLETA ELECTRONICA,6,2026-07-08,0,0,0,79824,94990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196099,94990,
2192013,285737,BOLETA ELECTRONICA,7,2026-07-09,0,0,0,75630,90000,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2195757,90000,"desde stock+NC, sin validación por precio"
2192129,451713,BOLETA ELECTRONICA,4,2026-07-10,0,0,0,36958,43980,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196339,43980,
2192271,376431,BOLETA ELECTRONICA,3,2026-07-11,0,0,0,28563,33990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196118,33990,
2192955,286029,BOLETA ELECTRONICA,7,2026-07-17,0,0,0,20992,24980,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196082,24980,
2192960,286034,BOLETA ELECTRONICA,7,2026-07-17,0,0,0,36126,42990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196084,42990,
2193140,550699,BOLETA ELECTRONICA,5,2026-07-18,0,0,0,18479,21990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197177,21990,
2193141,258486,BOLETA ELECTRONICA,6,2026-07-18,0,0,0,61328,72980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196092,72980,"desde stock+NC, sin validación por precio"
2193332,286134,BOLETA ELECTRONICA,7,2026-07-20,0,0,0,94109,111990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2195758,111990,
2193336,258507,BOLETA ELECTRONICA,6,2026-07-20,0,0,0,79824,94990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197165,94990,
2193427,550752,BOLETA ELECTRONICA,5,2026-07-21,0,0,0,18479,21990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196322,21990,
2193524,412603,BOLETA ELECTRONICA,2,2026-07-22,0,0,0,23521,27990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197156,27990,
2193527,451895,BOLETA ELECTRONICA,4,2026-07-22,0,0,0,10916,12990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197158,12990,
2193538,550767,BOLETA ELECTRONICA,5,2026-07-22,0,0,0,31916,37980,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197176,37980,
2193680,258554,BOLETA ELECTRONICA,6,2026-07-23,0,0,0,43689,51990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197164,51990,
2193698,286227,BOLETA ELECTRONICA,7,2026-07-23,0,0,0,168025,199950,4,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196078,199950,
2193706,286234,BOLETA ELECTRONICA,7,2026-07-23,0,0,0,25202,29990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197180,29990,
2193738,258564,BOLETA ELECTRONICA,6,2026-07-23,0,0,0,46202,54980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197166,54980,
2194033,286309,BOLETA ELECTRONICA,7,2026-07-25,0,0,0,22681,26990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197179,26990,
2194308,258619,BOLETA ELECTRONICA,6,2026-07-27,0,0,0,40328,47990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2197167,47990,
2194722,412687,BOLETA ELECTRONICA,2,2026-07-30,0,0,0,18471,21980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196109,21980,
2195490,286754,BOLETA ELECTRONICA,7,2026-08-03,0,0,0,49571,58990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196075,58990,
2195741,376962,BOLETA ELECTRONICA,3,2026-08-05,0,0,0,7555,8990,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2196113,8990,
