articulo,productos_afectados,cat_antes(ids),cat_despues,especialidades,genero_migrado,accion
1262738-001,1,18,Gorros,,0,APPLY
1265899-001,1,18,Gorros,,0,APPLY
1265902-001,1,18,Gorros,,0,APPLY
1276366-001,1,18,Gorros,,0,APPLY
1276385-001,1,18,Gorros,training,0,APPLY
1276383-100,1,18,Gorros,,0,APPLY
1276383-600,1,18,Gorros,,0,APPLY
F49929,1,18,Gorros,,0,APPLY
F49967,1,18,Gorros,,0,APPLY
1383441-001,2,18,Gorros,,0,APPLY
F77527,1,18,Gorros,,0,APPLY
F77534,1,18,Gorros,,0,APPLY
F77580,1,18,Gorros,,0,APPLY
F77587,1,18,Gorros,,0,APPLY
F78445,1,18,Gorros,,0,APPLY
F78450,1,18,Gorros,,0,APPLY
F78455,1,18,Gorros,,0,APPLY
F78596,1,18,Gorros,,0,APPLY
F78628,1,18,Gorros,,0,APPLY
F78633,1,18,Gorros,,0,APPLY
F78639,1,18,Gorros,,0,APPLY
F78640,1,18,Gorros,,0,APPLY
F78642,1,18,Gorros,,0,APPLY
F78643,1,18,Gorros,,0,APPLY
F78647,1,18,Gorros,,0,APPLY
F78650,1,18,Gorros,,0,APPLY
F78653,1,18,Gorros,,0,APPLY
F78654,2,18,Gorros,,0,APPLY
F78684,1,18,Gorros,,0,APPLY
F78689,1,18,Gorros,,0,APPLY
F78705,1,18,Gorros,,0,APPLY
F78708,1,18,Gorros,,0,APPLY
F78709,1,18,Gorros,,0,APPLY
F78711,2,18,Gorros,,0,APPLY
F79491,1,18,Gorros,,0,APPLY
F79532,1,18,Gorros,,0,APPLY
F80121,1,18,Gorros,,0,APPLY
F80123,1,18,Gorros,,0,APPLY
F80148,1,18,Gorros,,0,APPLY
F80149,1,18,Gorros,,0,APPLY
F80954,1,18,Gorros,,0,APPLY
F82052,1,18,Gorros,,0,APPLY
F82054,1,18,Gorros,,0,APPLY
F82055,1,18,Gorros,,0,APPLY
1383441-390,3,2,Gorros,vestir,0,APPLY
F82195,1,18,Gorros,,0,APPLY
F87934,2,18,Gorros,,0,APPLY
F87936,2,18,Gorros,,0,APPLY
F90858,1,18,Gorros,,0,APPLY
F93386,1,18,Gorros,,0,APPLY
F93390,1,18,Gorros,,0,APPLY
F93391,1,18,Gorros,,0,APPLY
F93738,1,18,Gorros,,0,APPLY
1292224-001,1,18,Gorros,,0,APPLY
1292226-001,1,18,Gorros,,0,APPLY
FB5064-010,3,18,Gorros,,0,APPLY
FD5186-100,5,18,Gorros,,0,APPLY
052897 02,1,18,Gorros,,0,APPLY
052903 01,1,18,Gorros,,0,APPLY
052908 01,1,18,Gorros,,0,APPLY
052911 24,2,18,Gorros,,0,APPLY
FK0891,7,18,Gorros,,0,APPLY
052921 02,2,18,Gorros,,0,APPLY
052922 01,1,18,Gorros,,0,APPLY
052922 02,1,18,Gorros,,0,APPLY
052927 01,1,18,Gorros,,0,APPLY
052927 02,1,18,Gorros,,0,APPLY
052928 02,1,18,Gorros,,0,APPLY
052942 26,1,18,Gorros,,0,APPLY
052944 01,1,18,Gorros,,0,APPLY
053029 01,1,18,Gorros,,0,APPLY
FP7942,4,18,Gorros,,0,APPLY
053030 01,1,18,Gorros,,0,APPLY
053031 01,1,18,Gorros,,0,APPLY
1383479-001,2,18,Gorros,,0,APPLY
021338 02,1,18,Gorros,,0,APPLY
021338 04,1,18,Gorros,,0,APPLY
021368 01,1,18,Gorros,,0,APPLY
1383485-100,2,18,Gorros,,0,APPLY
G68547,1,18,Gorros,,0,APPLY
G69097,1,18,Gorros,,0,APPLY
G69734,1,18,Gorros,,0,APPLY
G69735,1,18,Gorros,,0,APPLY
G69736,1,18,Gorros,,0,APPLY
G70608,1,18,Gorros,,0,APPLY
G70612,1,18,Gorros,,0,APPLY
G70655,1,18,Gorros,,0,APPLY
G70657,1,18,Gorros,,0,APPLY
G70670,1,18,Gorros,,0,APPLY
G70710,1,18,Gorros,,0,APPLY
G70742,1,18,Gorros,,0,APPLY
G71831,1,18,Gorros,,0,APPLY
G71856,1,18,Gorros,,0,APPLY
G73582,1,18,Gorros,,0,APPLY
G74360,1,18,Gorros,,0,APPLY
G76243,1,18,Gorros,,0,APPLY
G76244,1,18,Gorros,,0,APPLY
G76254,1,18,Gorros,,0,APPLY
G76270,1,18,Gorros,,0,APPLY
G82030,1,18,Gorros,,0,APPLY
G83336,1,18,Gorros,,0,APPLY
G83449,1,18,Gorros,,0,APPLY
G83545,1,18,Gorros,,0,APPLY
G83671,1,18,Gorros,,0,APPLY
G83737,1,18,Gorros,,0,APPLY
G83939,1,18,Gorros,,0,APPLY
G83945,1,18,Gorros,,0,APPLY
G83972,1,18,Gorros,,0,APPLY
G84785,1,18,Gorros,,0,APPLY
G84787,1,18,Gorros,,0,APPLY
G84829,1,18,Gorros,,0,APPLY
G84830,1,18,Gorros,,0,APPLY
G84831,1,18,Gorros,,0,APPLY
G84834,1,18,Gorros,,0,APPLY
G84839,1,18,Gorros,,0,APPLY
G84866,1,18,Gorros,,0,APPLY
G84867,1,18,Gorros,,0,APPLY
G84868,1,18,Gorros,,0,APPLY
G84869,1,18,Gorros,,0,APPLY
G85831,1,18,Gorros,,0,APPLY
G86717,1,18,Gorros,,0,APPLY
G86718,1,18,Gorros,,0,APPLY
G89549,1,18,Gorros,,0,APPLY
G89552,1,18,Gorros,,0,APPLY
G90239,1,18,Gorros,,0,APPLY
GM6298,3,18,Gorros,,0,APPLY
GNLY-P,1,7,Gorros,natacion,0,APPLY
GNPX,1,7,Gorros,natacion,0,APPLY
GNS-P,1,7,Gorros,natacion,0,APPLY
GN4889,2,18,Gorros,,0,APPLY
1328631-001,2,18,Gorros,,0,APPLY
1328631-011,1,18,Gorros,,0,APPLY
1252968-001,1,18,Gorros,,0,APPLY
1305037-001,2,18,Gorros,,0,APPLY
1305040-001,2,18,Gorros,,0,APPLY
1305457-008,1,18,Gorros,,0,APPLY
1305040-600,1,18,Gorros,,0,APPLY
1306297-001,1,18,Gorros,,0,APPLY
1311065-040,1,18,Gorros,,0,APPLY
1311065-609,1,18,Gorros,,0,APPLY
1311091-001,1,18,Gorros,,0,APPLY
1311096-001,1,18,Gorros,,0,APPLY
1311096-035,1,18,Gorros,,0,APPLY
1311096-100,1,18,Gorros,,0,APPLY
1318512-001,1,18,Gorros,,0,APPLY
HCBRAN25GWPCMA,4,18,Gorros,,0,APPLY
HCLZOE25WBPBKB,4,18,Gorros,,0,APPLY
HD7235,8,18,Gorros,,0,APPLY
1328631-615,2,18,Gorros,,0,APPLY
1328667-100,2,18,Gorros,,0,APPLY
1351268-467,2,18,Gorros,,0,APPLY
1351409-001,2,18,Gorros,,0,APPLY
1351416-487,2,18,Gorros,,0,APPLY
1351463-001,3,18,Gorros,,0,APPLY
1351463-012,3,18,Gorros,,0,APPLY
1351463-476,2,18,Gorros,,0,APPLY
1351467-001,2,18,Gorros,,0,APPLY
HMVPSP25WBPBKF,4,18,Gorros,,0,APPLY
HNLRGW25GWSBKC,4,18,Gorros,,0,APPLY
1356770-001,2,18,Gorros,,0,APPLY
1357159-035,2,18,Gorros,,0,APPLY
1357159-394,2,18,Gorros,,0,APPLY
1357159-581,2,18,Gorros,,0,APPLY
1357838-457,2,18,Gorros,,0,APPLY
1361537-001,2,18,Gorros,,0,APPLY
1361539-001,2,18,Gorros,,0,APPLY
1361539-231,2,18,Gorros,,0,APPLY
HT2040,7,18,Gorros,,0,APPLY
1361552-001,3,18,Gorros,,0,APPLY
HWILIS25WMPBK,4,18,Gorros,,0,APPLY
I7468,2,18,Gorros,,0,APPLY
20149U,1,18,Gorros,,0,APPLY
1369781-001,2,18,Gorros,,0,APPLY
1369783-100,2,18,Gorros,,0,APPLY
1369790-003,2,18,Gorros,,0,APPLY
1369815-114,2,18,Gorros,,0,APPLY
1369815-600,2,18,Gorros,,0,APPLY
2032,1,18,Gorros,,0,APPLY
2063,1,18,Gorros,,0,APPLY
JOC150,1,18,Gorros,,0,APPLY
1329326-001,2,18,Guantes,,0,APPLY
1373427-558,2,18,Gorros,,0,APPLY
209418-010,1,18,Gorros,,0,APPLY
209418-455,3,18,Gorros,,0,APPLY
209418-100,1,18,Gorros,,0,APPLY
079161 01,2,18,Bolsos y Mochilas,,0,APPLY
M30625,1,18,Gorros,,0,APPLY
M30627,1,18,Gorros,,0,APPLY
M30630,1,18,Gorros,,0,APPLY
M30632,1,18,Gorros,,0,APPLY
M30677,1,18,Gorros,,0,APPLY
M30679,1,18,Gorros,,0,APPLY
M30680,1,18,Gorros,,0,APPLY
M30681,1,18,Gorros,,0,APPLY
M30683,1,18,Gorros,,0,APPLY
M30740,1,18,Gorros,,0,APPLY
M30742,1,18,Gorros,,0,APPLY
M31740,1,18,Gorros,,0,APPLY
M33581,1,18,Gorros,,0,APPLY
M33584,1,18,Gorros,,0,APPLY
M33677,1,18,Gorros,,0,APPLY
M36921,1,18,Gorros,,0,APPLY
M60127,1,18,Gorros,,0,APPLY
M60129,1,18,Gorros,,0,APPLY
M60150,1,18,Gorros,,0,APPLY
M60169,1,18,Gorros,,0,APPLY
M60182,1,18,Gorros,,0,APPLY
M60190,1,18,Gorros,,0,APPLY
M6043,1,18,Gorros,,0,APPLY
M65624,1,18,Gorros,,0,APPLY
M65625,1,18,Gorros,,0,APPLY
M65626,1,18,Gorros,,0,APPLY
M65629,1,18,Gorros,,0,APPLY
M65630,1,18,Gorros,,0,APPLY
M65631,1,18,Gorros,,0,APPLY
M65873,1,18,Gorros,,0,APPLY
M66208,1,18,Gorros,,0,APPLY
M66210,1,18,Gorros,,0,APPLY
M66211,1,18,Gorros,,0,APPLY
M66770,1,18,Gorros,,0,APPLY
M66771,1,18,Gorros,,0,APPLY
M66896,1,18,Gorros,,0,APPLY
M66898,1,18,Gorros,,0,APPLY
M66902,1,18,Gorros,,0,APPLY
M66904,1,18,Gorros,,0,APPLY
M66909,1,18,Gorros,,0,APPLY
M67579,1,18,Gorros,,0,APPLY
M67580,1,18,Gorros,,0,APPLY
M67599,1,18,Gorros,,0,APPLY
M67844,1,18,Gorros,,0,APPLY
M67893,1,18,Gorros,,0,APPLY
M67896,1,18,Gorros,,0,APPLY
M67905,1,18,Gorros,,0,APPLY
M67906,1,18,Gorros,,0,APPLY
MAFCMEJO,1,18,Gorros,,0,APPLY
MIUNJOJOC,1,18,Gorros,,0,APPLY
O02509,1,18,Gorros,,0,APPLY
O02512,1,18,Gorros,,0,APPLY
O02547,8,18,Gorros,,0,APPLY
O02564,1,18,Gorros,,0,APPLY
O02580,1,18,Gorros,,0,APPLY
O02599,1,18,Gorros,,0,APPLY
O05573,1,18,Gorros,,0,APPLY
O05641,1,18,Gorros,,0,APPLY
O05657,1,18,Gorros,,0,APPLY
O05802,1,18,Gorros,,0,APPLY
O58479,1,18,Gorros,,0,APPLY
P00252,1,18,Gorros,,0,APPLY
P02137,1,18,Gorros,,0,APPLY
P42594,1,18,Gorros,,0,APPLY
P42602,1,18,Gorros,,0,APPLY
P93969,1,18,Gorros,,0,APPLY
M67853,1,18,Gorros,,0,APPLY
M67854,1,18,Gorros,,0,APPLY
1637,1,18,Gorros,,0,APPLY
1636,2,18;22,Gorros,,0,APPLY
2073,2,12;18,Gorros,,0,APPLY
2512,1,18,Gorros,,0,APPLY
2889,1,18,Gorros,,0,APPLY
3836,1,18,Gorros,,0,APPLY
728916-410,1,18,Gorros,,0,APPLY
8069,1,18,Gorros,,0,APPLY
832522 04,1,18,Gorros,,0,APPLY
832529 01,1,18,Gorros,,0,APPLY
AJ7067,1,18,Gorros,,0,APPLY
BK7282,1,18,Gorros,,0,APPLY
CE2625,1,18,Gorros,,0,APPLY
CI3613-100,4,18,Gorros,,0,APPLY
D84238,1,18,Gorros,,0,APPLY
D84240,1,18,Gorros,,0,APPLY
F80533,1,18,Gorros,,0,APPLY
F80534,1,18,Gorros,,0,APPLY
F80544,1,18,Gorros,,0,APPLY
F80545,1,18,Gorros,,0,APPLY
GM4519,4,18,Gorros,,0,APPLY
GM4984,7,18,Gorros,,0,APPLY
3596,1,18,Gorros,,0,APPLY
HD9697,2,18,Gorros,,0,APPLY
HVINCBRAN08GWPCM67,4,18,Gorros,,0,APPLY
432309-484,1,18,Gorros,,0,APPLY
432309-648,1,18,Gorros,,0,APPLY
MA297,2,18,Gorros,,0,APPLY
DQ1073,7,18,Gorros,,0,APPLY
RF-00K145SIL,1,18,Gorros,,0,APPLY
RF-00K148BLA,1,18,Gorros,,0,APPLY
RF-OK128BLA,1,18,Gorros,,0,APPLY
RF-OK128OLI,1,18,Gorros,,0,APPLY
RF-OK175BLA,1,18,Gorros,,0,APPLY
RF-OK176BLA,1,18,Gorros,,0,APPLY
RF-OK176CHA,1,18,Gorros,,0,APPLY
RF-OK186BRO,1,18,Gorros,,0,APPLY
RF-OK193GRE,1,18,Gorros,,0,APPLY
RF-OK193NAV,1,18,Gorros,,0,APPLY
RF-OK198CMO,1,18,Gorros,,0,APPLY
RF-OK205BLU,1,18,Gorros,,0,APPLY
RF-OK205PEA,1,18,Gorros,,0,APPLY
RF-OOK116BLA,1,18,Gorros,,0,APPLY
RF-OOK116WHI,1,18,Gorros,,0,APPLY
S02528,1,18,Gorros,,0,APPLY
S11456,2,18,Gorros,,0,APPLY
S13501,1,18,Gorros,,0,APPLY
S14703,1,18,Gorros,,0,APPLY
S20049,1,18,Gorros,,0,APPLY
S20073,1,18,Gorros,,0,APPLY
S20074,1,18,Gorros,,0,APPLY
S20287,2,18,Gorros,,0,APPLY
S20310,1,18,Gorros,,0,APPLY
S20312,1,18,Gorros,,0,APPLY
S20313,1,18,Gorros,,0,APPLY
S20321,1,18,Gorros,,0,APPLY
S20328,1,18,Gorros,,0,APPLY
S20339,1,18,Gorros,,0,APPLY
S20346,1,18,Gorros,,0,APPLY
S20355,1,18,Gorros,,0,APPLY
S20375,1,18,Gorros,,0,APPLY
S20377,1,18,Gorros,,0,APPLY
S20379,1,18,Gorros,,0,APPLY
S20380,1,18,Gorros,,0,APPLY
S20381,1,18,Gorros,,0,APPLY
S20393,1,18,Gorros,,0,APPLY
S20407,1,18,Gorros,,0,APPLY
S20413,1,18,Gorros,,0,APPLY
S20436,1,18,Gorros,,0,APPLY
S20437,1,18,Gorros,,0,APPLY
S20460,1,18,Gorros,,0,APPLY
S20526,1,18,Gorros,,0,APPLY
S20542,1,18,Gorros,,0,APPLY
S20543,1,18,Gorros,,0,APPLY
S20544,1,18,Gorros,,0,APPLY
S20545,1,18,Gorros,,0,APPLY
S20756,1,18,Bolsos y Mochilas,,0,APPLY
S21726,1,18,Gorros,,0,APPLY
S21728,1,18,Gorros,,0,APPLY
S22003,1,18,Gorros,,0,APPLY
S24799,1,18,Gorros,,0,APPLY
S30143,1,18,Gorros,,0,APPLY
S90216,1,18,Gorros,,0,APPLY
S90218,1,18,Gorros,,0,APPLY
S90220,1,18,Gorros,,0,APPLY
S90233,1,18,Gorros,,0,APPLY
S90234,1,18,Gorros,,0,APPLY
S90239,1,18,Gorros,,0,APPLY
S92004,1,18,Gorros,,0,APPLY
S92005,1,18,Gorros,,0,APPLY
S92006,1,18,Gorros,,0,APPLY
S94146,1,18,Gorros,,0,APPLY
S94169,1,18,Gorros,,0,APPLY
S94631,1,18,Gorros,,0,APPLY
S94700,1,18,Gorros,,0,APPLY
S94712,1,18,Gorros,,0,APPLY
S94867,1,18,Gorros,,0,APPLY
S94869,1,18,Gorros,,0,APPLY
S94969,1,18,Gorros,,0,APPLY
S94975,1,18,Gorros,,0,APPLY
S95110,1,18,Gorros,,0,APPLY
S95111,1,18,Gorros,,0,APPLY
S95162,2,18,Gorros,,0,APPLY
S97609,1,18,Gorros,,0,APPLY
257859-010,1,18,Gorros,,0,APPLY
U39112,1,18,Gorros,,0,APPLY
UC1508-CV7,1,18,Gorros,,0,APPLY
UC1508-Y70,1,18,Gorros,,0,APPLY
V32826,1,18,Gorros,,0,APPLY
V35790,2,18;59,Gorros,,0,APPLY
V35791,2,18;59,Gorros,,0,APPLY
V35794,1,18,Gorros,,0,APPLY
V35808,1,18,Gorros,,0,APPLY
V35818,1,18,Gorros,,0,APPLY
DT8587,2,18,Gorros,,0,APPLY
VN-OH2VYB2,1,18,Gorros,,0,APPLY
VN-OH5L0K-ONA,1,18,Gorros,,0,APPLY
VN-OH5L438-ONA,1,18,Gorros,,0,APPLY
VN-OH5L8NP-ONA,1,18,Gorros,,0,APPLY
VN-OH5L8VF-ONA,1,18,Gorros,,0,APPLY
VN-OH5L95L-ONA,1,18,Gorros,,0,APPLY
VN-OJ3C87H-ONA,1,18,Gorros,,0,APPLY
VN-OJ3CBHH-ONA,1,18,Gorros,,0,APPLY
VN-OJ3CBLK-ONA,1,18,Gorros,,0,APPLY
VN-OK9Y10Z-ONA,1,18,Gorros,,0,APPLY
VN-OK9YBHH-ONA,1,18,Gorros,,0,APPLY
VN-OK9YBLK-ONA,1,18,Gorros,,0,APPLY
VN-ONQVBLK-ONA,1,18,Gorros,,0,APPLY
VN-OPDO4TU,1,18,Gorros,,0,APPLY
VN-OPDOBLK,1,18,Gorros,,0,APPLY
VN-OPDONVY,1,18,Gorros,,0,APPLY
VN-OQPUBKA-ONA,1,18,Gorros,,0,APPLY
VN-OQQWBLK-ONA,1,18,Gorros,,0,APPLY
VN-OQQXBHH-ONA,1,18,Gorros,,0,APPLY
VN-OS3DBLK-ONA,1,18,Gorros,,0,APPLY
VN-OS6V847-ONA,1,18,Gorros,,0,APPLY
VN-OSZW6NZ,2,18,Gorros,,0,APPLY
VN-OSZW6NZ-ONA,2,18,Gorros,,0,APPLY
VN-OSZWBLK-ONA,2,18,Gorros,,0,APPLY
VN-OTLSBLK-ONA,1,18,Gorros,,0,APPLY
VN-OH2VYB2-ONA,1,18,Gorros,,0,APPLY
VNOH2V963,1,18,Gorros,,0,APPLY
W38434,1,18,Gorros,,0,APPLY
W38435,1,18,Gorros,,0,APPLY
W40874,1,18,Gorros,,0,APPLY
W41069,1,18,Gorros,,0,APPLY
W41076,1,18,Gorros,,0,APPLY
W42906,1,18,Gorros,,0,APPLY
W55077,1,18,Gorros,,0,APPLY
W55888,1,18,Gorros,,0,APPLY
W56146,1,18,Gorros,,0,APPLY
W56149,1,18,Gorros,,0,APPLY
W62023,1,18,Gorros,,0,APPLY
W62766,1,18,Gorros,,0,APPLY
W62767,1,18,Gorros,,0,APPLY
W62778,1,18,Gorros,,0,APPLY
W65803,1,18,Gorros,,0,APPLY
W65840,1,18,Gorros,,0,APPLY
W66953,1,18,Gorros,,0,APPLY
W66955,1,18,Gorros,,0,APPLY
W66957,1,18,Gorros,,0,APPLY
W66959,2,18,Gorros,,0,APPLY
W66960,1,18,Gorros,,0,APPLY
W66961,2,18,Gorros,,0,APPLY
W66962,2,18,Gorros,,0,APPLY
W66964,2,18,Gorros,,0,APPLY
W67048,1,18,Gorros,,0,APPLY
X11834,1,18,Gorros,,0,APPLY
X12277,1,18,Gorros,,0,APPLY
X12422,1,18,Gorros,,0,APPLY
X12862,1,18,Gorros,,0,APPLY
X13648,1,18,Gorros,,0,APPLY
X14181,1,18,Gorros,,0,APPLY
X14509,1,18,Gorros,,0,APPLY
X16240,1,18,Gorros,,0,APPLY
X16245,1,18,Gorros,,0,APPLY
X16276,1,18,Gorros,,0,APPLY
X16997,1,18,Gorros,,0,APPLY
X16998,2,18,Gorros,,0,APPLY
X17014,1,18,Gorros,,0,APPLY
X17015,2,18,Gorros,,0,APPLY
X17016,1,18,Gorros,,0,APPLY
X17021,1,18,Gorros,,0,APPLY
X17767,1,18,Gorros,,0,APPLY
X17777,1,18,Gorros,,0,APPLY
X17866,1,18,Gorros,,0,APPLY
X27461,1,18,Gorros,,0,APPLY
X34195,1,18,Gorros,,0,APPLY
X34523,1,18,Gorros,,0,APPLY
X34524,1,18,Gorros,,0,APPLY
X34525,1,18,Gorros,,0,APPLY
X34668,1,18,Gorros,,0,APPLY
X37521,1,18,Gorros,,0,APPLY
X37683,2,18,Gorros,,0,APPLY
X50820,1,18,Gorros,,0,APPLY
3427,1,18,Gorros,,0,APPLY
Z10249,1,18,Gorros,,0,APPLY
Z10276,1,18,Gorros,,0,APPLY
Z13125,1,18,Gorros,,0,APPLY
Z13126,1,18,Gorros,,0,APPLY
Z17170,1,18,Gorros,,0,APPLY
Z25051,1,18,Gorros,,0,APPLY
Z25056,1,18,Gorros,,0,APPLY
Z27389,1,18,Gorros,,0,APPLY
Z27391,1,18,Gorros,,0,APPLY
Z27792,1,18,Gorros,,0,APPLY
Z27793,1,18,Gorros,,0,APPLY
Z28058,1,18,Gorros,,0,APPLY
Z28059,1,18,Gorros,,0,APPLY
Z28946,1,18,Gorros,,0,APPLY
Z29051,1,18,Gorros,,0,APPLY
Z29058,1,18,Gorros,,0,APPLY
Z29062,1,18,Gorros,,0,APPLY
Z29281,1,18,Gorros,,0,APPLY
Z29328,1,18,Gorros,,0,APPLY
Z29368,1,18,Gorros,,0,APPLY
Z29379,1,18,Gorros,,0,APPLY
Z29398,1,18,Gorros,,0,APPLY
Z29401,1,18,Gorros,,0,APPLY
Z29404,1,18,Gorros,,0,APPLY
Z31199,1,18,Gorros,,0,APPLY
Z32544,1,18,Gorros,,0,APPLY
Z36042,1,18,Gorros,,0,APPLY
Z36736,1,18,Gorros,,0,APPLY
Z37658,1,18,Gorros,,0,APPLY
Z81983,1,18,Gorros,,0,APPLY
546004-010,1,18,Gorros,,0,APPLY
546004-441,1,18,Gorros,,0,APPLY
546004-661,1,18,Gorros,,0,APPLY
546020-010,1,18,Gorros,,0,APPLY
546020-100,1,18,Gorros,,0,APPLY
546020-311,1,18,Gorros,,0,APPLY
546020-442,1,18,Gorros,,0,APPLY
546020-662,1,18,Gorros,,0,APPLY
546020-664,1,18,Gorros,,0,APPLY
5AJ1318,6,18,Gorros,,0,APPLY
5AJ1331,3,18,Gorros,,0,APPLY
5AJ1332,4,18,Gorros,,0,APPLY
5AJ1333,5,18,Gorros,,0,APPLY
619316-382,1,18,Gorros,,0,APPLY
828267 34,1,18,Gorros,,0,APPLY
AA2984,1,18,Gorros,,0,APPLY
AB5309,1,18,Gorros,,0,APPLY
AJ9001,1,18,Gorros,,0,APPLY
052921 01,1,18,Gorros,,0,APPLY
AR2118-104,7,18,Gorros,,0,APPLY
ARTNA04000,1,7,Gorros,natacion,0,APPLY
AY6199,1,18,Gorros,,0,APPLY
1240,2,18,Gorros,,0,APPLY
AY6120,1,18,Gorros,,0,APPLY
AY6122,1,18,Gorros,,0,APPLY
AY6125,1,18,Gorros,,0,APPLY
AY6128,1,18,Gorros,,0,APPLY
AY6129,1,18,Gorros,,0,APPLY
BGRVSP17CNPCM,4,18,Gorros,,0,APPLY
BS4769,2,18,Gorros,,0,APPLY
F77231,1,18,Gorros,,0,APPLY
F77232,1,18,Gorros,,0,APPLY
F77234,1,18,Gorros,,0,APPLY
F77235,1,18,Gorros,,0,APPLY
F77240,1,18,Gorros,,0,APPLY
F77241,1,18,Gorros,,0,APPLY
F77242,1,18,Gorros,,0,APPLY
F77243,1,18,Gorros,,0,APPLY
F77244,1,18,Gorros,,0,APPLY
F77270,1,18,Gorros,,0,APPLY
G70609,1,18,Gorros,,0,APPLY
G70610,1,18,Gorros,,0,APPLY
GM6260,10,18,Gorros,,0,APPLY
GP0128,3,18,Gorros,,0,APPLY
HB1306,2,18,Gorros,,0,APPLY
1361540-001,2,18,Gorros,,0,APPLY
1361547-003,2,18,Gorros,,0,APPLY
M30626,1,18,Gorros,,0,APPLY
RF-OK199BLA,1,18,Gorros,,0,APPLY
RF-OK199BLU,1,18,Gorros,,0,APPLY
S24793,1,18,Gorros,,0,APPLY
595510-010,1,18,Gorros,,0,APPLY
021269 19,1,18,Gorros,,0,APPLY
021300 02,1,18,Gorros,,0,APPLY
021474 01,1,18,Gorros,,0,APPLY
021474 02,1,18,Gorros,,0,APPLY
021769 01,2,18,Gorros,,0,APPLY
021958 01,1,18,Gorros,,0,APPLY
021983 01,1,18,Gorros,,0,APPLY
022388 02,1,18,Gorros,,0,APPLY
024452 02,2,18,Gorros,,0,APPLY
052928 01,1,18,Gorros,,0,APPLY
052942 30,1,18,Gorros,,0,APPLY
052942 38,1,18,Gorros,,0,APPLY
11838552,1,18,Gorros,,0,APPLY
1265902-100,1,18,Gorros,,0,APPLY
1276383-001,1,18,Gorros,,0,APPLY
1291853-001,1,18,Gorros,,0,APPLY
1292224-600,1,18,Gorros,,0,APPLY
1297004-001,1,18,Gorros,,0,APPLY
1305036-012,1,18,Gorros,,0,APPLY
1305040-400,1,18,Gorros,,0,APPLY
1311092-772,1,18,Gorros,,0,APPLY
1328667-001,2,18,Gorros,,0,APPLY
567051 02,1,18,Gorros,,0,APPLY
5AJ1288,5,18,Gorros,,0,APPLY
5AJ1289,5,18,Gorros,,0,APPLY
5AJ129,1,18,Gorros,,0,APPLY
5AJ1292,2,18,Gorros,,0,APPLY
5AJ1294,3,18,Gorros,,0,APPLY
5AJ1296,6,18,Gorros,,0,APPLY
5AJ1300,5,18,Gorros,,0,APPLY
5AJ1308,5,18,Gorros,,0,APPLY
5AJ1309,5,18,Gorros,,0,APPLY
5AJ1310,3,18,Gorros,,0,APPLY
5AJ1313,4,18,Gorros,,0,APPLY
5AJ1314,6,18,Gorros,,0,APPLY
5AJ1315,5,18,Gorros,,0,APPLY
5AJ1316,2,18,Gorros,,0,APPLY
5AJ1317,6,18,Gorros,,0,APPLY
5AJ1319,4,18,Gorros,,0,APPLY
5AJ1321,3,18,Gorros,,0,APPLY
5AJ1322,5,18,Gorros,,0,APPLY
5AJ1323,6,18,Gorros,,0,APPLY
5AJ1324,3,18,Gorros,,0,APPLY
5AJ1325,2,18,Gorros,,0,APPLY
5AJ1327,2,18,Gorros,,0,APPLY
5AJ1329,5,18,Gorros,,0,APPLY
5AJ1334,4,18,Gorros,,0,APPLY
5AJ1335,2,18,Gorros,,0,APPLY
5AJ1336,2,18,Gorros,,0,APPLY
5AJ1337,2,18,Gorros,,0,APPLY
5AJ1505,2,18,Gorros,,0,APPLY
5AJ1506,4,18,Gorros,,0,APPLY
5AJ1508,2,18,Gorros,,0,APPLY
5AJ1510,3,18,Gorros,,0,APPLY
5AJ1519,3,18,Gorros,,0,APPLY
5AJ1523,3,18,Gorros,,0,APPLY
5AV103,1,18,Gorros,,0,APPLY
5AV151,2,18,Gorros,,0,APPLY
5AV152,2,18,Gorros,,0,APPLY
5AV159,1,18,Gorros,,0,APPLY
5AV238,2,18,Gorros,,0,APPLY
5AV328,2,18,Gorros,,0,APPLY
639534-408,1,18,Gorros,,0,APPLY
639534-435,1,18,Gorros,,0,APPLY
639534-443,1,18,Gorros,,0,APPLY
639534-451,1,18,Gorros,,0,APPLY
639534-658,1,18,Gorros,,0,APPLY
639534-696,1,18,Gorros,,0,APPLY
686241-421,1,18,Gorros,,0,APPLY
70353689,1,18,Gorros,,0,APPLY
70421057,1,18,Gorros,,0,APPLY
70430361,1,18,Gorros,,0,APPLY
70459158,1,18,Gorros,,0,APPLY
70488398,1,18,Gorros,,0,APPLY
739376-100,3,18,Gorros,,0,APPLY
739415-407,1,18,Gorros,,0,APPLY
739415-455,1,18,Gorros,,0,APPLY
739415-657,1,18,Gorros,,0,APPLY
740244 17,1,18,Gorros,,0,APPLY
778363-480,1,18,Gorros,,0,APPLY
778376-455,2,18,Gorros,,0,APPLY
778376-696,1,18,Gorros,,0,APPLY
802309,1,18,Gorros,,0,APPLY
802310,1,18,Gorros,,0,APPLY
80513047,1,18,Gorros,,0,APPLY
80627403,1,18,Gorros,,0,APPLY
80629330,1,18,Gorros,,0,APPLY
80633211,1,18,Gorros,,0,APPLY
80636002,1,18,Gorros,,0,APPLY
80636093,2,18,Gorros,,0,APPLY
