articulo,productos_afectados,cat_antes(ids),cat_despues,especialidades,genero_migrado,accion
100209990,2,1,Zapatillas,urbano,0,APPLY
3881,1,1,Zapatillas,urbano,0,APPLY
3884,1,1,Zapatillas,urbano,0,APPLY
3892,2,1;24,Zapatillas,urbano,0,APPLY
389-0099,4,1,Zapatillas,urbano,0,APPLY
3898,1,1,Zapatillas,urbano,0,APPLY
3899,2,1;26,Zapatillas,urbano,0,APPLY
14146,1,1,Zapatillas,urbano,0,APPLY
14137,1,1,Zapatillas,urbano,0,APPLY
389318 02,2,1,Zapatillas,urbano,0,APPLY
389390 01,3,1,Zapatillas,urbano,0,APPLY
14152,1,1,Zapatillas,urbano,0,APPLY
3908,1,1,Zapatillas,urbano,0,APPLY
1420,1,1,Zapatillas,urbano,0,APPLY
100233960,2,1,Zapatillas,urbano,0,APPLY
390984 09,2,1,Zapatillas,urbano,0,APPLY
39102,1,1,Zapatillas,urbano,0,APPLY
39116,2,1,Zapatillas,urbano,0,APPLY
391327 05,2,1,Zapatillas,urbano,0,APPLY
391328 01,2,1,Zapatillas,urbano,0,APPLY
391328 03,2,1,Zapatillas,urbano,0,APPLY
391328 09,3,1,Zapatillas,urbano,0,APPLY
391328 28,3,1,Zapatillas,urbano,0,APPLY
3917,1,1,Zapatillas,urbano,0,APPLY
392290 02,3,1,Zapatillas,urbano,0,APPLY
3924,1,1,Zapatillas,urbano,0,APPLY
3928,1,1,Zapatillas,urbano,0,APPLY
3931,1,63,Zapatillas,urbano,0,APPLY
3933,3,1;7;13,Zapatillas,urbano,0,APPLY
3934,1,1,Zapatillas,urbano,0,APPLY
3935,1,1,Zapatillas,urbano,0,APPLY
3936,2,1,Zapatillas,urbano,0,APPLY
392326 03,2,1,Zapatillas,urbano,0,APPLY
392326 04,2,1,Zapatillas,urbano,0,APPLY
392326 06,2,1,Zapatillas,urbano,0,APPLY
392326 15,2,1,Zapatillas,urbano,0,APPLY
392328 03,3,1,Zapatillas,urbano,0,APPLY
392328 04,2,1,Zapatillas,urbano,0,APPLY
392328 11,2,1,Zapatillas,urbano,0,APPLY
393831 01,5,1,Zapatillas,urbano,0,APPLY
393831 05,5,1,Zapatillas,urbano,0,APPLY
393833 01,3,1,Zapatillas,urbano,0,APPLY
393833 02,2,1,Zapatillas,urbano,0,APPLY
393833 04,3,1,Zapatillas,urbano,0,APPLY
393833 06,2,1,Zapatillas,urbano,0,APPLY
393846 01,2,1,Zapatillas,urbano,0,APPLY
395016 13,1,1,Zapatillas,urbano,0,APPLY
395020 12,2,1,Zapatillas,urbano,0,APPLY
395022 05,2,1,Zapatillas,urbano,0,APPLY
3973,1,1,Zapatillas,urbano,0,APPLY
395205 02,3,1,Zapatillas,urbano,0,APPLY
395205 03,1,1,Zapatillas,urbano,0,APPLY
395205 16,1,1,Zapatillas,urbano,0,APPLY
396181 02,4,1,Zapatillas,urbano,0,APPLY
397262 01,2,1,Zapatillas,urbano,0,APPLY
397262 09,2,1,Zapatillas,urbano,0,APPLY
397689-059,1,1,Zapatillas,urbano,0,APPLY
397689-124,1,1,Zapatillas,urbano,0,APPLY
397419 03,2,1,Zapatillas,urbano,0,APPLY
397420 01,1,1,Zapatillas,urbano,0,APPLY
397422 01,2,1,Zapatillas,urbano,0,APPLY
397447 07,2,1,Zapatillas,urbano,0,APPLY
397461 02,2,1,Zapatillas,urbano,0,APPLY
397461 08,1,1,Zapatillas,urbano,0,APPLY
398251 01,3,1,Zapatillas,urbano,0,APPLY
398251 03,2,1,Zapatillas,urbano,0,APPLY
3991,1,1,Zapatillas,urbano,0,APPLY
3992,2,1;35,Zapatillas,urbano,0,APPLY
101-9162,2,1,Zapatillas,urbano,0,APPLY
398731 01,2,1,Zapatillas,urbano,0,APPLY
1010-0040,5,46,Zapatillas,urbano,0,APPLY
3SC60527-601,2,1,Zapatillas,urbano,0,APPLY
3SR20007130,1,1,Zapatillas,urbano,0,APPLY
3XM01321-152,3,1,Zapatillas,urbano,0,APPLY
3XM01321-154,3,1,Zapatillas,urbano,0,APPLY
31362-WHT,6,1,Zapatillas,"urbano,blanco",0,APPLY
400000L-BKOL,2,1,Zapatillas,urbano,0,APPLY
400014L-RDBK,4,1,Zapatillas,urbano,0,APPLY
400017L,3,1,Zapatillas,urbano,0,APPLY
400017L-BKGY,2,1,Zapatillas,urbano,0,APPLY
400030L-BBLM,1,1,Zapatillas,urbano,0,APPLY
400041L-BKRD,3,1,Zapatillas,urbano,0,APPLY
400042N-BBLM,2,1,Zapatillas,urbano,0,APPLY
400042N-NVRD,2,1,Zapatillas,urbano,0,APPLY
400053N-BBOR,3,1,Zapatillas,urbano,0,APPLY
400054L-BKRD,2,1,Zapatillas,urbano,0,APPLY
400069N,2,1,Zapatillas,urbano,0,APPLY
400069N-NVOR,4,1,Zapatillas,urbano,0,APPLY
400070L-BKSR,5,1,Zapatillas,urbano,0,APPLY
400070L-NVLM,1,1,Zapatillas,urbano,0,APPLY
400083N,1,1,Zapatillas,urbano,0,APPLY
400083N-BGRD,6,1,Zapatillas,urbano,0,APPLY
400083N-NVLM,3,1,Zapatillas,urbano,0,APPLY
1431,1,1,Zapatillas,urbano,0,APPLY
400103L-BBLM,4,1,Zapatillas,urbano,0,APPLY
400103L-BKRD,5,1,Zapatillas,urbano,0,APPLY
400106L-NVLM,5,1,Zapatillas,urbano,0,APPLY
14347,1,1,Zapatillas,urbano,0,APPLY
14350,1,1,Zapatillas,urbano,0,APPLY
400110L-BGRD,4,1,Zapatillas,urbano,0,APPLY
400112-BKCC,2,1,Zapatillas,urbano,0,APPLY
400112-BKLM,2,1,Zapatillas,urbano,0,APPLY
400112-DINO,1,1,Zapatillas,urbano,0,APPLY
400119L-BKLM,3,1,Zapatillas,urbano,0,APPLY
400135L-BKGY,5,1,Zapatillas,urbano,0,APPLY
400138L-BKBL,3,1,Zapatillas,urbano,0,APPLY
400138N-BKRD,2,1,Zapatillas,urbano,0,APPLY
14353,1,1,Zapatillas,urbano,0,APPLY
1000000075,3,1,Zapatillas,urbano,0,APPLY
1000000168,3,1,Zapatillas,urbano,0,APPLY
100001183,3,1,Zapatillas,urbano,0,APPLY
14352,1,1,Zapatillas,urbano,0,APPLY
100207971,2,1,Zapatillas,urbano,0,APPLY
400600L-BKGY,4,1,Zapatillas,urbano,0,APPLY
400600N-NVMT,5,1,Zapatillas,urbano,0,APPLY
400615L-BKOR,2,1,Zapatillas,urbano,0,APPLY
400617L-CCBL,2,1,Zapatillas,urbano,0,APPLY
13820,2,1,Zapatillas,urbano,0,APPLY
400708 01,2,1,Zapatillas,urbano,0,APPLY
400708 02,2,1,Zapatillas,urbano,0,APPLY
401-1745,5,1,Zapatillas,urbano,0,APPLY
401-6745,3,1,Zapatillas,urbano,0,APPLY
401-8199,1,1,Zapatillas,urbano,0,APPLY
4016,2,1;31,Zapatillas,urbano,0,APPLY
401503N-NVRD,4,1,Zapatillas,urbano,0,APPLY
401530L-BBLM,4,1,Zapatillas,urbano,0,APPLY
4017,1,1,Zapatillas,urbano,0,APPLY
401650L-BKSL,4,1,Zapatillas,urbano,0,APPLY
401650N-BKOR,3,1,Zapatillas,urbano,0,APPLY
401650N-CCRD,4,1,Zapatillas,urbano,0,APPLY
401650N-NVBL,3,1,Zapatillas,urbano,0,APPLY
4018,2,1;8,Zapatillas,urbano,0,APPLY
402003L-NVLM,6,1,Zapatillas,urbano,0,APPLY
402260L-RYMT,2,1,Zapatillas,urbano,0,APPLY
402265L-BKMT,4,1,Zapatillas,urbano,0,APPLY
4025,3,1;6,Zapatillas,urbano,0,APPLY
402303N-BKRD,4,1,Zapatillas,urbano,0,APPLY
402329 01,2,1,Zapatillas,urbano,0,APPLY
402637 02,2,1,Zapatillas,urbano,0,APPLY
403603L-BKNV,5,1,Zapatillas,urbano,0,APPLY
403647L-RED,3,1,Zapatillas,urbano,0,APPLY
403673L-WNVR,2,1,Zapatillas,urbano,0,APPLY
403674L-WNVR,5,1,Zapatillas,urbano,0,APPLY
403694L-BLK,3,1,Zapatillas,"urbano,negro",0,APPLY
403696L-BLU,3,1,Zapatillas,urbano,0,APPLY
403698L-BKW,3,1,Zapatillas,urbano,0,APPLY
403706L-GYCC,3,1,Zapatillas,urbano,0,APPLY
403718L-BKLM,3,1,Zapatillas,urbano,0,APPLY
403718L-BKSL,4,1,Zapatillas,urbano,0,APPLY
403719L-BKSL,4,1,Zapatillas,urbano,0,APPLY
403730L-BBLM,4,1,Zapatillas,urbano,0,APPLY
403730L-RDBL,5,1,Zapatillas,urbano,0,APPLY
403732L-BBK,4,1,Zapatillas,urbano,0,APPLY
403732L-WHT,5,1,Zapatillas,urbano,0,APPLY
403734L-BBK,6,1,Zapatillas,"urbano,negro",0,APPLY
403735L-BKRD,5,1,Zapatillas,urbano,0,APPLY
403764L-BLK,3,1,Zapatillas,urbano,0,APPLY
403753-BKSL,5,1,Zapatillas,urbano,0,APPLY
403764L-RED,4,1,Zapatillas,urbano,0,APPLY
403764N-BLK,5,1,Zapatillas,urbano,0,APPLY
403764N-RED,2,1,Zapatillas,urbano,0,APPLY
403769L-BKSL,4,1,Zapatillas,urbano,0,APPLY
403770L-BKPK,2,1,Zapatillas,urbano,0,APPLY
403770L-BKSL,5,1,Zapatillas,urbano,0,APPLY
403770L-BLOR,6,1,Zapatillas,urbano,0,APPLY
403770L-GYBL,3,1,Zapatillas,urbano,0,APPLY
403770N-BBK,4,1,Zapatillas,"urbano,negro",0,APPLY
403775L-CHAR,5,1,Zapatillas,urbano,0,APPLY
403775L-RYBK,2,1,Zapatillas,urbano,0,APPLY
403775N-RDBK,2,1,Zapatillas,urbano,0,APPLY
403781L-RDCC,6,1,Zapatillas,urbano,0,APPLY
403843L-BKLM,3,1,Zapatillas,urbano,0,APPLY
403861L-BKRD,4,1,Zapatillas,urbano,0,APPLY
403861L-BKSL,6,1,Zapatillas,urbano,0,APPLY
454375-105,1,1,Zapatillas,urbano,0,APPLY
403908N-NVLM,5,1,Zapatillas,urbano,0,APPLY
403920L-BKGY,2,1,Zapatillas,urbano,0,APPLY
403920N-BKRD,2,1,Zapatillas,urbano,0,APPLY
403922L-BBOR,4,1,Zapatillas,urbano,0,APPLY
403924L-BKSR,4,1,Zapatillas,urbano,0,APPLY
404-6134,1,46,Zapatillas,urbano,0,APPLY
404-6260,1,1,Zapatillas,urbano,0,APPLY
4041,1,1,Zapatillas,urbano,0,APPLY
4048,3,1;8,Zapatillas,urbano,0,APPLY
4049,1,1,Zapatillas,urbano,0,APPLY
405-6400,1,46,Zapatillas,urbano,0,APPLY
405-6244,1,1,Zapatillas,urbano,0,APPLY
405016L-BKRD,3,1,Zapatillas,urbano,0,APPLY
405018L-BKW,3,1,Zapatillas,"urbano,oficial",0,APPLY
405019L-BKW,5,1,Zapatillas,"urbano,oficial",0,APPLY
405032L-BBLM,7,1,Zapatillas,urbano,0,APPLY
405042L-NVLM,4,1,Zapatillas,urbano,0,APPLY
405094L-BKRY,4,1,Zapatillas,urbano,0,APPLY
14490,1,1,Zapatillas,urbano,0,APPLY
405094L-NVLM,4,1,Zapatillas,urbano,0,APPLY
405100L-BKRD,6,1,Zapatillas,urbano,0,APPLY
405100L-CCOR,2,1,Zapatillas,urbano,0,APPLY
405101L-BKRD,4,1,Zapatillas,urbano,0,APPLY
405101L-RDBK,2,1,Zapatillas,urbano,0,APPLY
405102L-BBK,6,1,Zapatillas,"urbano,negro",0,APPLY
145,8,1;26;38;40;46,Zapatillas,urbano,0,APPLY
405102L-BKRD,3,1,Zapatillas,urbano,0,APPLY
405110L-BLK,5,1,Zapatillas,urbano,0,APPLY
405113L-B,5,1,Zapatillas,urbano,0,APPLY
1075,1,1,Zapatillas,urbano,0,APPLY
Q26351,1,1,Zapatillas,urbano,0,APPLY
4058,3,1,Zapatillas,urbano,0,APPLY
405639L-LGW,2,1,Zapatillas,urbano,0,APPLY
405705L-BBK,3,1,Zapatillas,"urbano,negro",0,APPLY
405730L-BKW,2,1,Zapatillas,urbano,0,APPLY
405730L-WBK,2,1,Zapatillas,urbano,0,APPLY
4065,1,63,Zapatillas,urbano,0,APPLY
407237N-BKRD,3,1,Zapatillas,urbano,0,APPLY
407237N-CCOR,3,1,Zapatillas,urbano,0,APPLY
407239N-NVLM,4,1,Zapatillas,urbano,0,APPLY
407300N-RDBK,2,1,Zapatillas,urbano,0,APPLY
4076,1,1,Zapatillas,urbano,0,APPLY
407891-006,1,1,Zapatillas,urbano,0,APPLY
407891-440,1,1,Zapatillas,urbano,0,APPLY
407891-664,1,1,Zapatillas,urbano,0,APPLY
407891-700,1,1,Zapatillas,urbano,0,APPLY
407891-886,1,1,Zapatillas,urbano,0,APPLY
407891-601,1,1,Zapatillas,urbano,0,APPLY
407983-015,1,1,Zapatillas,urbano,0,APPLY
407983-021,1,1,Zapatillas,urbano,0,APPLY
407983-026,1,1,Zapatillas,urbano,0,APPLY
407983-057,1,1,Zapatillas,urbano,0,APPLY
407983-080,2,1,Zapatillas,urbano,0,APPLY
407983-104,1,1,Zapatillas,urbano,0,APPLY
407983-105,1,1,Zapatillas,urbano,0,APPLY
407983-108,1,1,Zapatillas,urbano,0,APPLY
407984-007,1,1,Zapatillas,urbano,0,APPLY
407984-012,1,1,Zapatillas,urbano,0,APPLY
407984-040,1,1,Zapatillas,urbano,0,APPLY
407984-106,1,1,Zapatillas,urbano,0,APPLY
407984-108,1,1,Zapatillas,urbano,0,APPLY
407984-109,1,1,Zapatillas,urbano,0,APPLY
407984-110,1,1,Zapatillas,urbano,0,APPLY
407984-111,1,1,Zapatillas,urbano,0,APPLY
10788NDNPK,2,1,Zapatillas,urbano,0,APPLY
407984-113,1,1,Zapatillas,urbano,0,APPLY
407985-011,1,1,Zapatillas,urbano,0,APPLY
407985-013,1,1,Zapatillas,urbano,0,APPLY
407985-014,1,1,Zapatillas,urbano,0,APPLY
407985-061,1,1,Zapatillas,urbano,0,APPLY
407985-070,1,1,Zapatillas,urbano,0,APPLY
407985-107,1,1,Zapatillas,urbano,0,APPLY
407985-108,1,1,Zapatillas,urbano,0,APPLY
407985-109,1,1,Zapatillas,urbano,0,APPLY
407985-106,1,1,Zapatillas,urbano,0,APPLY
408110-092,1,1,Zapatillas,urbano,0,APPLY
408110-135,1,1,Zapatillas,urbano,0,APPLY
408112-121,1,1,Zapatillas,urbano,0,APPLY
408112-500,1,1,Zapatillas,urbano,0,APPLY
408110-065,1,1,Zapatillas,urbano,0,APPLY
408112-112,1,1,Zapatillas,urbano,0,APPLY
4096,2,1;59,Zapatillas,urbano,0,APPLY
4098,1,1,Zapatillas,urbano,0,APPLY
4099,2,1,Zapatillas,urbano,0,APPLY
409998-034,1,1,Zapatillas,urbano,0,APPLY
409998-105,1,1,Zapatillas,urbano,0,APPLY
14500,1,1,Zapatillas,urbano,0,APPLY
4115,3,1;9,Zapatillas,urbano,0,APPLY
4119,1,1,Zapatillas,urbano,0,APPLY
4125,1,1,Zapatillas,urbano,0,APPLY
4128,2,1;14,Zapatillas,urbano,0,APPLY
4129,1,1,Zapatillas,urbano,0,APPLY
1452,2,56;63,Zapatillas,urbano,0,APPLY
415247-010,1,1,Zapatillas,urbano,0,APPLY
454375-106,1,1,Zapatillas,urbano,0,APPLY
415375-005,1,1,Zapatillas,urbano,0,APPLY
415375-105,1,1,Zapatillas,urbano,0,APPLY
416,5,5;14;46,Zapatillas,"urbano,oficial",0,APPLY
4160,1,1,Zapatillas,urbano,0,APPLY
415445-001,3,1,Zapatillas,urbano,0,APPLY
4171,1,1,Zapatillas,"urbano,tenis",0,APPLY
419015L-CCBK,3,1,Zapatillas,urbano,0,APPLY
4202.200.17607.23139,2,1,Zapatillas,urbano,0,APPLY
4202.200.9674.34,2,1,Zapatillas,urbano,0,APPLY
4202.213.16061.313,2,1,Zapatillas,urbano,0,APPLY
4202.213.17878.3,2,1,Zapatillas,urbano,0,APPLY
4202.213.17878.333,2,1,Zapatillas,urbano,0,APPLY
4202.223.21402.15745,3,1,Zapatillas,urbano,0,APPLY
5XM00810-320,2,1,Zapatillas,urbano,0,APPLY
4206,1,63,Zapatillas,urbano,0,APPLY
4215.604.15965.15745,3,1,Zapatillas,urbano,0,APPLY
4235,1,63,Zapatillas,urbano,0,APPLY
424-6089,1,46,Zapatillas,urbano,0,APPLY
424-6189,3,46,Zapatillas,urbano,0,APPLY
4243,1,1,Zapatillas,urbano,0,APPLY
4244,1,63,Zapatillas,urbano,0,APPLY
4276,1,1,Zapatillas,urbano,0,APPLY
4285,1,63,Zapatillas,urbano,0,APPLY
4286,2,2;63,Zapatillas,urbano,0,APPLY
4288,4,2;9;12;63,Zapatillas,urbano,0,APPLY
4294,1,1,Zapatillas,urbano,0,APPLY
429628-018,1,1,Zapatillas,urbano,0,APPLY
429628-019,1,1,Zapatillas,urbano,0,APPLY
429628-107,1,1,Zapatillas,urbano,0,APPLY
429722-106,1,1,Zapatillas,urbano,0,APPLY
429880-070,1,1,Zapatillas,urbano,0,APPLY
429884-004,1,1,Zapatillas,urbano,0,APPLY
429885-003,1,1,Zapatillas,urbano,0,APPLY
429885-004,1,1,Zapatillas,urbano,0,APPLY
429885-102,1,1,Zapatillas,urbano,0,APPLY
429885-103,1,1,Zapatillas,urbano,0,APPLY
429885-104,1,1,Zapatillas,urbano,0,APPLY
4301,1,63,Zapatillas,urbano,0,APPLY
429884-103,1,1,Zapatillas,urbano,0,APPLY
429880-077,1,1,Zapatillas,urbano,0,APPLY
089-5057,1,1,Zapatillas,urbano,0,APPLY
4311,1,1,Zapatillas,urbano,0,APPLY
4315,1,1,Zapatillas,urbano,0,APPLY
4313,1,1,Zapatillas,urbano,0,APPLY
050260-1,2,1,Zapatillas,urbano,0,APPLY
050260-3,3,1,Zapatillas,urbano,0,APPLY
432033-103,1,1,Zapatillas,urbano,0,APPLY
432033-104,1,1,Zapatillas,urbano,0,APPLY
432103-001,1,1,Zapatillas,urbano,0,APPLY
432103-201,1,1,Zapatillas,urbano,0,APPLY
432156-103,1,1,Zapatillas,urbano,0,APPLY
050265-1,2,1,Zapatillas,urbano,0,APPLY
12756,4,1,Zapatillas,urbano,0,APPLY
4327,1,1,Zapatillas,urbano,0,APPLY
432997-006,1,1,Zapatillas,urbano,0,APPLY
432997-012,1,1,Zapatillas,urbano,0,APPLY
1462,1,1,Zapatillas,urbano,0,APPLY
432997-122,1,1,Zapatillas,urbano,0,APPLY
4339,1,1,Zapatillas,urbano,0,APPLY
432502 50,2,95,Zapatillas,urbano,0,APPLY
434498-003,1,1,Zapatillas,urbano,0,APPLY
1465,2,1;2,Zapatillas,urbano,0,APPLY
434498-501,1,1,Zapatillas,urbano,0,APPLY
437530-003,1,1,Zapatillas,urbano,0,APPLY
437530-104,1,1,Zapatillas,urbano,0,APPLY
437530-401,1,1,Zapatillas,urbano,0,APPLY
442,2,1;14,Zapatillas,urbano,0,APPLY
442125-046,1,1,Zapatillas,urbano,0,APPLY
442807-004,1,1,Zapatillas,urbano,0,APPLY
442807-106,1,1,Zapatillas,urbano,0,APPLY
4433,1,63,Zapatillas,urbano,0,APPLY
443456-008,1,1,Zapatillas,urbano,0,APPLY
443456-010,1,1,Zapatillas,urbano,0,APPLY
443456-100,1,1,Zapatillas,urbano,0,APPLY
443456-107,1,1,Zapatillas,urbano,0,APPLY
443837-007,1,1,Zapatillas,urbano,0,APPLY
442204L-BBLM,2,1,Zapatillas,urbano,0,APPLY
443917-005,1,1,Zapatillas,urbano,0,APPLY
443917-010,1,1,Zapatillas,urbano,0,APPLY
443917-014,1,1,Zapatillas,urbano,0,APPLY
443917-404,1,1,Zapatillas,urbano,0,APPLY
Q26381,1,1,Zapatillas,urbano,0,APPLY
443918-011,1,1,Zapatillas,urbano,0,APPLY
443918-012,1,1,Zapatillas,urbano,0,APPLY
443918-017,1,1,Zapatillas,urbano,0,APPLY
443918-019,1,1,Zapatillas,urbano,0,APPLY
443918-040,1,1,Zapatillas,urbano,0,APPLY
443918-041,1,1,Zapatillas,urbano,0,APPLY
443918-068,1,1,Zapatillas,urbano,0,APPLY
443918-077,1,1,Zapatillas,urbano,0,APPLY
443918-081,1,1,Zapatillas,urbano,0,APPLY
443918-092,1,1,Zapatillas,urbano,0,APPLY
443918-202,1,1,Zapatillas,urbano,0,APPLY
443918-206,1,1,Zapatillas,urbano,0,APPLY
443918-401,1,1,Zapatillas,urbano,0,APPLY
443918-414,1,1,Zapatillas,urbano,0,APPLY
443928-442,2,1,Zapatillas,urbano,0,APPLY
443928-601,1,1,Zapatillas,urbano,0,APPLY
443969-010,1,1,Zapatillas,urbano,0,APPLY
443969-405,1,1,Zapatillas,urbano,0,APPLY
4442,3,99,Zapatillas,urbano,0,APPLY
444337-006,1,1,Zapatillas,urbano,0,APPLY
444337-008,1,1,Zapatillas,urbano,0,APPLY
444337-143,1,1,Zapatillas,urbano,0,APPLY
444337-411,1,1,Zapatillas,urbano,0,APPLY
4460,2,1;26,Zapatillas,urbano,0,APPLY
4461,2,1;14,Zapatillas,urbano,0,APPLY
4467,1,1,Zapatillas,urbano,0,APPLY
44706,1,1,Zapatillas,urbano,0,APPLY
44713,1,1,Zapatillas,urbano,0,APPLY
44714,1,1,Zapatillas,urbano,0,APPLY
44715,1,1,Zapatillas,urbano,0,APPLY
44716,1,1,Zapatillas,urbano,0,APPLY
446-6002,5,1,Zapatillas,urbano,0,APPLY
446-6003,1,1,Zapatillas,urbano,0,APPLY
44700,1,1,Zapatillas,urbano,0,APPLY
44701,1,1,Zapatillas,urbano,0,APPLY
44704,1,1,Zapatillas,urbano,0,APPLY
44729,1,1,Zapatillas,urbano,0,APPLY
44718,1,1,Zapatillas,urbano,0,APPLY
44723,1,1,Zapatillas,urbano,0,APPLY
44724,1,1,Zapatillas,urbano,0,APPLY
44727,1,1,Zapatillas,urbano,0,APPLY
4496,1,1,Zapatillas,urbano,0,APPLY
450,3,38;42;63,Zapatillas,urbano,0,APPLY
450-2091,1,1,Zapatillas,urbano,0,APPLY
450-2244,2,1,Zapatillas,urbano,0,APPLY
4507,2,1,Zapatillas,urbano,0,APPLY
4509,2,1,Zapatillas,urbano,0,APPLY
451-2237,1,1,Zapatillas,urbano,0,APPLY
451-0788,4,1,Zapatillas,urbano,0,APPLY
451-1788,3,1,Zapatillas,urbano,0,APPLY
451-2349,1,1,Zapatillas,"urbano,oficial",0,APPLY
31J277X525,1,1,Zapatillas,urbano,0,APPLY
451-6159,1,1,Zapatillas,urbano,0,APPLY
451-6519,1,1,Zapatillas,urbano,0,APPLY
451-6529,1,1,Zapatillas,urbano,0,APPLY
4511,1,1,Zapatillas,urbano,0,APPLY
1476,1,1,Zapatillas,urbano,0,APPLY
4512,1,1,Zapatillas,urbano,0,APPLY
4517,1,63,Zapatillas,urbano,0,APPLY
452,3,1;7;11,Zapatillas,urbano,0,APPLY
452-1005,1,1,Zapatillas,urbano,0,APPLY
4528,1,63,Zapatillas,urbano,0,APPLY
453-20960,1,1,Zapatillas,urbano,0,APPLY
453-70970,1,1,Zapatillas,urbano,0,APPLY
4534,1,1,Zapatillas,urbano,0,APPLY
4535,2,1;9,Zapatillas,urbano,0,APPLY
4537,1,63,Zapatillas,urbano,0,APPLY
454-6011,1,46,Zapatillas,"urbano,oficial",0,APPLY
454-6109,1,46,Zapatillas,"urbano,oficial",0,APPLY
454-6126,1,46,Zapatillas,"urbano,oficial",0,APPLY
454-6142,1,1,Zapatillas,"urbano,oficial",0,APPLY
454-6268,1,1,Zapatillas,"urbano,oficial",0,APPLY
454-6373,1,46,Zapatillas,"urbano,oficial",0,APPLY
454-6406,1,46,Zapatillas,"urbano,oficial",0,APPLY
454-6441,1,46,Zapatillas,"urbano,oficial",0,APPLY
454-6825,1,46,Zapatillas,"urbano,oficial",0,APPLY
4541,1,63,Zapatillas,urbano,0,APPLY
454128-102,1,1,Zapatillas,urbano,0,APPLY
454136-105,1,1,Zapatillas,urbano,0,APPLY
454138-104,1,1,Zapatillas,urbano,0,APPLY
454138-700,1,1,Zapatillas,urbano,0,APPLY
454163-002,1,1,Zapatillas,urbano,0,APPLY
454-6039,1,1,Zapatillas,"urbano,oficial",0,APPLY
454-6076,3,46,Zapatillas,"urbano,oficial",0,APPLY
454-6375,1,1,Zapatillas,"urbano,oficial",0,APPLY
454-6446,1,46,Zapatillas,"urbano,oficial",0,APPLY
454163-007,1,1,Zapatillas,urbano,0,APPLY
454163-009,1,1,Zapatillas,urbano,0,APPLY
454163-012,1,1,Zapatillas,urbano,0,APPLY
454163-103,1,1,Zapatillas,urbano,0,APPLY
454163-106,1,1,Zapatillas,urbano,0,APPLY
454163-108,1,1,Zapatillas,urbano,0,APPLY
454163-110,2,1,Zapatillas,urbano,0,APPLY
454240-100,1,1,Zapatillas,urbano,0,APPLY
454240-101,1,1,Zapatillas,urbano,0,APPLY
454245-006,2,1,Zapatillas,urbano,0,APPLY
454245-100,1,1,Zapatillas,urbano,0,APPLY
454245-102,1,1,Zapatillas,urbano,0,APPLY
454249-002,1,1,Zapatillas,urbano,0,APPLY
454249-102,1,1,Zapatillas,urbano,0,APPLY
454249-154,1,1,Zapatillas,urbano,0,APPLY
454251-010,1,1,Zapatillas,urbano,0,APPLY
454251-044,1,1,Zapatillas,urbano,0,APPLY
454251-100,1,1,Zapatillas,urbano,0,APPLY
454251-101,1,1,Zapatillas,urbano,0,APPLY
454340-015,1,1,Zapatillas,urbano,0,APPLY
454357-005,1,1,Zapatillas,urbano,0,APPLY
454357-007,1,1,Zapatillas,urbano,0,APPLY
454357-109,1,1,Zapatillas,urbano,0,APPLY
454366-003,1,1,Zapatillas,urbano,0,APPLY
454375-107,1,1,Zapatillas,urbano,0,APPLY
454376-006,1,1,Zapatillas,urbano,0,APPLY
454376-103,1,1,Zapatillas,urbano,0,APPLY
454376-104,1,1,Zapatillas,urbano,0,APPLY
454376-106,1,1,Zapatillas,urbano,0,APPLY
454376-107,1,1,Zapatillas,urbano,0,APPLY
454395-016,1,1,Zapatillas,urbano,0,APPLY
454395-018,1,1,Zapatillas,urbano,0,APPLY
454395-061,1,1,Zapatillas,urbano,0,APPLY
454395-103,1,1,Zapatillas,urbano,0,APPLY
454395-114,1,1,Zapatillas,urbano,0,APPLY
454395-144,1,1,Zapatillas,urbano,0,APPLY
454395-164,1,1,Zapatillas,urbano,0,APPLY
454395-441,1,1,Zapatillas,urbano,0,APPLY
454461-003,1,1,Zapatillas,urbano,0,APPLY
454461-103,1,1,Zapatillas,urbano,0,APPLY
454461-104,1,1,Zapatillas,urbano,0,APPLY
454461-105,1,1,Zapatillas,urbano,0,APPLY
454461-106,1,1,Zapatillas,urbano,0,APPLY
454462-003,1,1,Zapatillas,urbano,0,APPLY
454462-100,1,1,Zapatillas,urbano,0,APPLY
454462-104,1,1,Zapatillas,urbano,0,APPLY
454462-105,1,1,Zapatillas,urbano,0,APPLY
454462-106,1,1,Zapatillas,urbano,0,APPLY
454463-003,1,1,Zapatillas,urbano,0,APPLY
454463-100,1,1,Zapatillas,urbano,0,APPLY
454463-104,1,1,Zapatillas,urbano,0,APPLY
454475-007,1,1,Zapatillas,urbano,0,APPLY
454475-009,1,1,Zapatillas,urbano,0,APPLY
454475-101,1,1,Zapatillas,urbano,0,APPLY
454475-102,1,1,Zapatillas,urbano,0,APPLY
454475-106,1,1,Zapatillas,urbano,0,APPLY
454476-007,1,1,Zapatillas,urbano,0,APPLY
454476-009,1,1,Zapatillas,urbano,0,APPLY
454476-100,1,1,Zapatillas,urbano,0,APPLY
454476-104,1,1,Zapatillas,urbano,0,APPLY
454477-003,1,1,Zapatillas,urbano,0,APPLY
14804,1,1,Zapatillas,urbano,0,APPLY
14807,1,1,Zapatillas,urbano,0,APPLY
14811,3,1,Zapatillas,urbano,0,APPLY
